Observed,strata,x-val,y-val,resource
0,10,94,49,-1.3416210
0,10,71,0,1.6722050
0,10,89,29,0.4369252
0,10,67,4,0.2592824
0,10,43,2,0.8637166
0,10,41,95,0.3536713
0,10,20,83,0.1519355
0,10,20,61,0.0273642
0,11,13,36,-1.4772690
0,11,41,93,0.0937360
0,11,73,36,-2.3873830
0,11,80,89,-0.8813684
0,11,85,97,-0.0676076
0,11,82,5,2.1337520
0,11,54,71,0.2237537
0,11,42,42,0.0759931
0,11,56,58,-0.4319448
0,11,0,8,-0.5680607
0,12,86,60,-0.8911646
0,12,62,55,0.4728269
0,12,81,15,0.3569837
0,12,57,22,-0.5649435
0,12,87,56,-0.9071871
0,12,57,56,-0.1909627
0,12,66,71,0.6971616
0,12,87,65,-1.0987790
0,12,1,78,-0.0406748
0,12,92,38,0.2274898
0,13,14,87,-0.6673881
0,13,71,63,1.1943540
0,13,92,68,-1.8865940
0,13,73,56,0.6350865
0,13,15,98,-0.1418404
0,13,9,7,0.3073578
0,13,39,48,0.5556127
0,13,35,70,0.4965556
0,13,73,36,-2.3873830
0,13,34,3,-0.3573283
0,14,0,63,-0.0714100
0,14,58,67,0.5300838
0,14,24,41,-0.9194370
0,14,36,59,-0.0698576
0,14,98,75,-0.3910526
0,14,88,51,-1.2007830
0,14,23,21,-0.7077247
0,14,55,64,-0.4325535
0,14,18,10,-1.0623170
0,14,16,26,0.6834385
0,15,3,57,0.6654169
0,15,77,75,-0.7969267
0,15,15,55,1.3787700
0,15,50,39,-1.3273570
0,15,78,97,-0.7288666
0,15,92,57,-1.4099400
0,15,78,3,1.1933120
0,15,46,86,0.3786282
0,15,45,70,-0.4603619
0,15,11,44,-1.7806880
0,16,37,60,-0.6902691
0,16,21,77,-0.8077509
0,16,74,13,1.4800910
0,16,96,77,0.8281619
0,16,62,21,-0.4273288
0,16,35,81,-0.0942557
0,16,96,33,0.2395693
0,16,23,11,-0.2498677
0,16,99,36,-0.1604465
0,16,45,3,1.1755840
0,17,27,9,1.3401480
0,17,31,98,-0.2050007
0,17,1,65,0.2553161
0,17,10,20,-0.7130976
0,17,91,69,-1.6915560
0,17,61,32,-1.4380420
0,17,20,17,-0.8839285
0,17,46,54,-2.6187330
0,17,8,84,-0.0586310
0,17,7,67,-1.2310530
0,18,20,30,0.4418197
0,18,32,21,0.5115550
0,18,17,66,-0.6268656
0,18,96,36,-0.3338144
0,18,57,98,0.6144470
0,18,34,88,-0.8037003
0,18,82,54,0.0656820
0,18,63,1,-0.1942933
0,18,59,18,-0.8507663
0,18,33,87,-1.4095010
0,19,93,61,-0.1865161
0,19,30,10,0.4480420
0,19,35,32,-0.4117056
0,19,44,77,1.0345510
0,19,41,81,-0.0633250
0,19,38,77,-0.3456447
0,19,58,46,-2.3023060
0,19,6,63,0.3962419
0,19,87,58,-0.6328677
0,19,3,47,-0.4713586
0,20,45,36,-0.1799703
0,20,40,91,-0.0369436
0,20,22,85,0.3704807
0,20,12,62,0.1827601
0,20,68,30,-1.7604130
0,20,25,28,0.1269543
0,20,29,67,-1.6493080
0,20,99,95,-0.6491557
0,20,17,71,1.2260260
0,20,55,16,-1.4276220
0,21,63,70,-0.3851293
0,21,69,55,0.5638539
0,21,51,9,1.1644880
0,21,20,21,-1.9213200
0,21,84,58,-0.2766637
0,21,25,97,-0.7561900
0,21,46,72,0.1444892
0,21,67,14,-0.3507497
0,21,90,75,-0.6262991
0,21,85,60,-1.3926400
0,22,85,41,-0.7041749
0,22,65,89,-1.2533460
0,22,47,87,-0.4225727
0,22,64,94,-0.3514631
0,22,62,36,-1.7284460
0,22,9,18,-0.8844362
0,22,56,87,0.3857442
0,22,8,17,0.1305210
0,22,80,78,-0.2991732
0,22,66,39,-0.7771861
0,23,84,72,-0.6710799
0,23,16,28,0.6283293
0,23,83,85,-0.4361253
0,23,65,61,1.4224110
0,23,28,4,1.1556070
0,23,65,41,-1.5660690
0,23,28,33,-0.5367223
0,23,47,18,0.9534492
0,23,11,81,-1.2258510
0,23,78,61,0.5731466
0,24,3,65,-0.1768202
0,24,13,31,-0.2730026
0,24,32,2,-0.0593489
0,24,39,43,-0.3361981
0,24,18,6,0.7471858
0,24,73,63,1.0322060
0,24,67,71,1.1380280
0,24,11,45,-0.7160076
0,24,43,90,-0.0447327
0,24,81,67,-0.6358162
0,25,72,0,1.1002500
0,25,34,30,-0.8552379
0,25,97,79,0.5487034
0,25,2,60,0.7116653
0,25,90,76,0.4297482
0,25,58,58,-0.2965688
0,25,42,96,0.5409192
0,25,63,14,-0.1576561
0,25,13,47,-0.5663092
0,25,93,31,0.7106710
0,26,2,34,-1.4021590
0,26,96,47,-2.4555260
0,26,40,21,0.9302931
0,26,9,91,-0.7249550
0,26,60,94,0.4554542
0,26,86,23,0.8935508
0,26,25,15,-0.5781693
0,26,80,64,-0.3133998
0,26,38,53,-1.0337470
0,26,79,82,-1.5366420
0,27,99,97,0.2672697
0,27,88,66,-1.5439330
0,27,56,34,-1.7892830
0,27,91,6,1.4364430
0,27,99,30,0.2489004
0,27,96,9,0.4303975
0,27,92,13,0.0152223
0,27,67,97,-0.7759439
0,27,7,19,-0.3134683
0,27,11,51,0.6495699
0,28,66,21,0.4044079
0,28,8,34,-0.1774668
0,28,73,50,-0.7889495
0,28,81,62,-0.8675079
0,28,25,34,0.0121891
0,28,72,41,-1.8483790
0,28,48,6,1.0267310
0,28,64,77,0.3115707
0,28,89,26,0.8367877
0,28,29,98,-0.4988662
0,29,51,42,-0.6553940
0,29,2,49,0.4270411
0,29,38,77,-0.3456447
0,29,65,43,-1.4617610
0,29,28,4,1.1556070
0,29,62,38,-1.1339850
0,29,94,42,-0.4375605
0,29,17,74,0.6730126
0,29,63,76,-0.0372458
0,29,96,91,0.9026693
0,30,38,26,-0.2903966
0,30,7,30,0.9208913
0,30,8,17,0.1305210
0,30,92,16,-0.1062714
0,30,44,17,0.5899919
0,30,67,83,-0.9961693
0,30,96,19,-0.4683974
0,30,77,7,2.5135510
0,30,27,65,-1.7934400
0,30,39,16,1.6086730
0,31,87,18,1.6522460
0,31,79,73,-1.4621740
0,31,8,14,-0.6755798
0,31,27,24,-0.4268330
0,31,29,85,0.1842350
0,31,3,24,0.6632243
0,31,95,2,-0.8891924
0,31,16,10,-1.3307420
0,31,15,52,-0.0373537
0,31,32,44,0.2752682
0,32,37,2,0.8448053
0,32,36,39,0.0275551
0,32,10,54,-0.7677513
0,32,18,53,0.4907439
0,32,41,76,0.0020497
0,32,28,65,-1.7144490
0,32,91,72,-1.1432770
0,32,65,44,-0.9644023
0,32,1,89,-0.6907754
0,32,46,99,-0.8100759
0,33,81,23,-0.1017938
0,33,25,62,0.5065197
0,33,2,96,0.4862279
0,33,61,95,-0.4524641
0,33,41,27,-0.2098139
0,33,54,61,-0.9566629
0,33,51,97,0.4492775
0,33,41,3,0.5928504
0,33,61,98,0.6311806
0,33,36,28,-1.5254670
0,34,86,91,-1.1519520
0,34,43,29,-0.6749438
0,34,36,92,0.2522453
0,34,63,13,0.4142626
0,34,20,88,0.3278334
0,34,12,29,0.1233158
0,34,5,52,0.0554010
0,34,76,41,-1.5350590
0,34,90,69,-1.8927890
0,34,48,85,-0.3200923
0,35,71,2,1.6219840
0,35,63,59,0.3056134
0,35,41,23,0.7304141
0,35,39,74,1.1392710
0,35,29,91,-0.7204416
0,35,26,69,-0.5139322
0,35,61,70,-0.3466332
0,35,26,25,-0.5850378
0,35,72,41,-1.8483790
0,35,48,74,-0.4206627
0,36,67,12,0.0431424
0,36,86,67,-0.5818590
0,36,37,63,-0.3755912
0,36,79,58,0.3957602
0,36,57,97,0.5469978
0,36,7,68,-0.5154266
0,36,94,59,-1.0440450
0,36,76,94,-0.5187028
0,36,21,38,-0.4660116
0,36,94,33,0.9136034
0,37,79,46,-0.5300286
0,37,2,20,-0.2934808
0,37,65,65,1.3888850
0,37,76,89,-1.4119610
0,37,16,47,-0.4040680
0,37,88,0,0.4593290
0,37,67,72,0.6041150
0,37,97,57,-0.5882451
0,37,84,10,1.4751400
0,37,21,57,0.8598119
0,38,24,74,-0.3324794
0,38,85,92,-1.2263010
0,38,73,86,-1.7840100
0,38,50,53,-0.6997847
0,38,29,27,-0.9942581
0,38,69,48,-0.7515504
0,38,35,7,0.6778084
0,38,95,4,-0.7616524
0,38,63,59,0.3056134
0,38,80,48,-0.5626823
0,39,54,10,0.4372863
0,39,30,63,-0.4818351
0,39,38,56,0.0993733
0,39,15,78,-0.5629045
0,39,63,53,-0.3257123
0,39,66,79,-0.1939314
0,39,54,49,-1.3102790
0,39,74,59,1.1195410
0,39,71,34,-2.4676830
0,39,32,11,1.1368560
0,40,51,18,-0.2299079
0,40,53,41,-1.0407830
0,40,81,61,-0.3612001
0,40,80,19,0.7434024
0,40,94,34,0.0985503
0,40,50,76,0.4730028
0,40,88,49,-0.8959142
0,40,9,18,-0.8844362
0,40,81,32,0.4174496
0,40,6,29,1.5887000
0,41,19,69,0.2021587
0,41,75,44,-1.8776280
0,41,7,14,-0.5824356
0,41,98,96,0.0386313
0,41,32,1,0.7392778
0,41,71,97,-1.0809810
0,41,70,58,0.8363925
0,41,94,95,-0.8114097
0,41,24,0,0.9279078
0,41,28,72,-1.2430870
0,42,7,76,0.7473115
0,42,81,23,-0.1017938
0,42,11,79,0.4528047
0,42,43,95,-0.4241713
0,42,73,21,-0.7797072
0,42,23,3,2.3424970
0,42,34,23,0.9308959
0,42,78,63,0.3493321
0,42,4,23,1.1398540
0,42,18,17,-1.6421170
0,43,24,5,1.3739280
0,43,61,9,0.3290200
0,43,65,72,1.0765600
0,43,13,42,-2.0920210
0,43,23,79,-0.5603955
0,43,38,27,-0.7220008
0,43,9,39,-1.3387570
0,43,70,49,-0.8626900
0,43,29,82,-0.2593583
0,43,76,48,-0.3673988
0,44,61,10,0.6490712
0,44,85,47,-1.3652920
0,44,17,7,-0.2666179
0,44,12,20,-0.7841013
0,44,83,58,-0.0586454
0,44,46,77,0.5944644
0,44,97,78,0.3514311
0,44,75,13,1.5826470
0,44,21,56,0.8408691
0,44,85,8,1.4209630
0,45,92,16,-0.1062714
0,45,65,97,-0.9976829
0,45,1,58,0.4179283
0,45,75,43,-1.3989340
0,45,44,53,-3.0009030
0,45,43,63,-1.7290960
0,45,99,27,0.1576448
0,45,27,5,1.5073620
0,45,36,94,-0.1131392
0,45,93,66,-1.1539090
0,46,18,13,-1.8130060
0,46,14,11,-0.9774857
0,46,77,16,-0.1563393
0,46,68,34,-1.6465540
0,46,14,30,0.5604612
0,46,55,27,-1.6368820
0,46,90,60,-0.9219322
0,46,89,8,0.9588658
0,46,97,65,0.3191469
0,46,24,0,0.9279078
0,47,2,42,-0.8480851
0,47,68,80,-1.4196250
0,47,17,73,1.2002470
0,47,50,13,0.4360687
0,47,62,49,-0.6088615
0,47,11,67,0.3555500
0,47,0,31,-0.9001929
0,47,36,30,-1.0379290
0,47,63,51,-0.5825728
0,47,17,66,-0.6268656
0,48,55,74,-0.0820069
0,48,27,41,-2.2834630
0,48,65,88,-1.0294940
0,48,26,52,0.9078675
0,48,31,7,0.1050162
0,48,57,70,0.0167163
0,48,88,9,0.8699472
0,48,9,96,-1.4711280
0,48,78,82,-1.5546910
0,48,40,44,-0.8232769
0,49,96,94,0.0398261
0,49,16,46,-0.3252603
0,49,95,71,-0.5818980
0,49,4,82,-0.2124751
0,49,23,51,-0.6057106
0,49,52,72,-0.2286516
0,49,87,70,-1.3845690
0,49,70,12,-0.6862492
0,49,69,3,0.3624172
0,49,92,34,-0.5455405
0,50,64,85,0.3313871
0,50,43,24,0.1706723
0,50,73,25,-0.9484209
0,50,73,3,1.3141720
0,50,17,9,-1.1251310
0,50,53,8,0.1123745
0,50,96,30,-0.3245000
0,50,26,99,-0.2110353
0,50,21,28,0.2060464
0,50,38,13,1.0937650
0,51,79,82,-1.5366420
0,51,33,96,-0.1817097
0,51,8,51,0.6065340
0,51,39,35,-1.2817970
0,51,37,9,0.6798505
0,51,68,71,1.4091270
0,51,10,81,-0.5509499
0,51,1,42,-0.0160536
0,51,48,65,-1.2435050
0,51,55,63,-0.5433820
0,52,27,11,0.9178113
0,52,66,4,1.1447570
0,52,96,62,-0.1127485
0,52,49,38,-0.9107673
0,52,56,39,-1.4935040
0,52,14,16,-2.3469860
0,52,83,2,1.4732980
0,52,91,65,-1.4974660
0,52,90,4,1.8441710
0,52,32,64,-1.0261900
0,53,64,19,0.3366246
0,53,30,82,0.3678333
0,53,98,0,-0.9993847
0,53,21,49,0.1787447
0,53,85,17,0.5747217
0,53,47,70,0.0472804
0,53,99,6,0.1221333
0,53,17,25,0.6188902
0,53,61,31,-1.0821220
0,53,35,31,-0.3245248
0,54,54,62,-0.7439609
0,54,69,99,-0.8184385
0,54,85,60,-1.3926400
0,54,75,14,0.8320658
0,54,37,83,0.1890246
0,54,44,30,-1.0599400
0,54,44,98,-0.8029554
0,54,73,54,-0.0311249
0,54,69,42,-1.3134580
0,54,4,94,-0.5653291
0,55,90,21,0.2094488
0,55,5,15,-1.0910200
0,55,94,39,0.0600567
0,55,55,40,-1.3856890
0,55,96,33,0.2395693
0,55,40,73,1.4248370
0,55,12,16,-1.6259270
0,55,28,99,-0.9338623
0,55,15,16,-2.1445610
0,55,66,69,0.2649253
0,56,5,10,0.1721994
0,56,43,4,0.9763144
0,56,7,57,1.2563070
0,56,58,13,0.2062497
0,56,56,55,0.1225085
0,56,81,80,-0.8604806
0,56,34,19,1.3865070
0,56,13,91,-0.3052169
0,56,6,12,-0.5212569
0,56,28,57,1.1606760
0,57,13,23,1.2260640
0,57,41,64,-0.7648820
0,57,13,63,-0.1275620
0,57,17,19,-1.8123940
0,57,82,4,2.1227400
0,57,62,89,-1.0858320
0,57,41,20,0.6464192
0,57,38,96,-0.0887958
0,57,80,17,0.1747317
0,57,20,22,-1.3997040
0,58,99,32,-0.4073029
0,58,97,43,-2.1473590
0,58,7,19,-0.3134683
0,58,47,33,-0.3962984
0,58,89,64,-2.1293320
0,58,81,87,-0.3137887
0,58,79,56,0.1629515
0,58,65,0,0.5599235
0,58,97,24,0.3804640
0,58,23,16,-1.6110020
0,59,32,34,-0.5850608
0,59,66,98,-0.7724762
0,59,77,18,-0.2506526
0,59,38,21,0.2767787
0,59,68,31,-1.1923900
0,59,92,96,-1.0506070
0,59,46,64,-2.1603900
0,59,54,89,-0.2478690
0,59,95,85,0.8455661
0,59,34,42,1.2159150
0,60,4,49,0.6431047
0,60,67,28,-1.2938100
0,60,35,38,-0.9868150
0,60,86,97,0.1572190
0,60,73,74,0.0802783
0,60,30,42,-0.4488501
0,60,30,88,-0.6431524
0,60,98,45,-2.2470230
0,60,8,58,0.6440085
0,60,49,75,-0.3636570
0,61,45,91,0.5229379
0,61,99,26,0.5042411
0,61,84,67,-1.1864000
0,61,67,3,0.0533696
0,61,33,92,0.0245405
0,61,40,55,-1.1155270
0,61,31,39,-0.2174914
0,61,66,31,-1.5742270
0,61,77,22,-1.4014230
0,61,15,0,0.9933426
0,62,63,89,-0.8742703
0,62,54,10,0.4372863
0,62,6,4,1.2889070
0,62,58,11,0.7394611
0,62,62,72,-0.6113444
0,62,96,18,-0.0404656
0,62,6,95,-1.6987330
0,62,40,3,0.5289585
0,62,39,68,-0.4189365
0,62,7,14,-0.5824356
0,63,40,23,1.0743920
0,63,76,13,1.8033710
0,63,26,20,-0.8025859
0,63,67,15,-1.3397720
0,63,7,80,0.8466694
0,63,54,65,-0.6525486
0,63,50,53,-0.6997847
0,63,65,32,-1.4458440
0,63,12,68,0.3545812
0,63,4,60,0.7277532
0,64,9,39,-1.3387570
0,64,37,19,0.7720789
0,64,76,80,-1.1790920
0,64,37,60,-0.6902691
0,64,61,40,-0.2677531
0,64,43,90,-0.0447327
0,64,30,45,-0.3710284
0,64,63,14,-0.1576561
0,64,14,11,-0.9774857
0,64,51,75,0.2949493
0,65,49,17,0.1649397
0,65,72,52,0.1426045
0,65,94,24,0.8336107
0,65,25,38,-0.0418955
0,65,79,47,-0.1265391
0,65,71,12,0.2214463
0,65,27,93,0.1426926
0,65,73,29,-0.4788353
0,65,84,28,0.3682659
0,65,67,90,-1.4071620
0,66,90,39,-0.7263340
0,66,95,52,-1.2306100
0,66,31,77,0.1198534
0,66,55,32,-1.9959160
0,66,10,78,0.8743019
0,66,33,76,-0.3905636
0,66,59,88,-0.9147498
0,66,67,27,-0.9599292
0,66,71,78,-0.8867679
0,66,92,32,0.3266065
0,67,96,30,-0.3245000
0,67,66,36,-1.5579950
0,67,38,6,0.6211507
0,67,67,4,0.2592824
0,67,6,17,-0.4587817
0,67,47,25,-0.3376810
0,67,58,12,0.1374833
0,67,35,75,0.2106046
0,67,53,40,-2.0105040
0,67,6,28,1.1860830
0,68,76,70,-0.2420003
0,68,92,73,-1.1833380
0,68,8,93,-2.0221840
0,68,62,3,0.5453254
0,68,13,94,0.6619114
0,68,21,67,-0.3058484
0,68,19,65,-0.9512971
0,68,66,4,1.1447570
0,68,32,86,-0.4942367
0,68,85,97,-0.0676076
0,69,41,26,-0.0302017
0,69,5,71,-0.0838876
0,69,81,9,0.9552812
0,69,41,45,-0.8598965
0,69,3,81,-0.1803455
0,69,83,52,-0.2721405
0,69,83,32,0.2457444
0,69,59,48,-1.3906260
0,69,49,7,0.9969081
0,69,63,90,-0.9384792
0,70,0,3,0.8011921
0,70,57,65,-1.1113840
0,70,26,17,-0.2239071
0,70,58,90,0.4650484
0,70,46,20,-0.5428861
0,70,90,99,-0.1638325
0,70,68,45,-0.3151064
0,70,85,47,-1.3652920
0,70,38,32,-1.0199750
0,70,66,83,-0.6910783
0,71,97,3,-0.3413907
0,71,90,84,0.8598731
0,71,24,14,-1.6630740
0,71,19,54,1.6381050
0,71,13,1,0.9116499
0,71,35,83,-0.1703909
0,71,92,77,0.2152513
0,71,50,63,-0.5893927
0,71,15,55,1.3787700
0,71,27,10,1.2119470
0,72,93,93,-1.4014800
0,72,7,83,0.1528477
0,72,12,17,-1.5286510
0,72,39,86,0.0607433
0,72,93,25,0.1518140
0,72,61,10,0.6490712
0,72,99,91,0.7829359
0,72,55,88,-0.2239305
0,72,12,90,-0.6295713
0,72,27,61,0.4591428
0,73,80,44,-1.0204660
0,73,55,35,-2.1962320
0,73,39,1,0.1945779
0,73,12,37,-0.7918537
0,73,93,95,-0.3863708
0,73,62,57,0.7538709
0,73,12,63,0.5042863
0,73,16,71,0.5662464
0,73,76,49,-1.2235910
0,73,76,54,0.2883504
0,74,51,10,1.2040080
0,74,23,94,0.0899484
0,74,27,29,0.1228833
0,74,69,66,0.9320314
0,74,62,61,1.2594710
0,74,82,68,-1.0220000
0,74,38,7,0.3842437
0,74,95,21,0.5202303
0,74,60,33,-0.8002255
0,74,53,11,0.5906341
0,75,93,73,-0.7561129
0,75,20,21,-1.9213200
0,75,60,40,-0.4962544
0,75,45,47,-1.7803650
0,75,35,60,-0.3878381
0,75,9,69,-0.4190757
0,75,75,18,-0.7071801
0,75,17,57,1.2330170
0,75,36,51,-0.0445055
0,75,54,70,-0.7598580
0,76,17,82,-0.1262118
0,76,22,89,-0.9353048
