Observed,strata,x-val,y-val,resource
1,73,79,10,1.3655220
1,74,7,62,1.0406070
1,75,83,5,2.9620360
1,76,84,6,2.6439770
1,77,83,6,2.9456110
1,78,77,9,1.7219100
1,79,83,7,2.5765490
1,80,88,4,2.1044440
1,81,80,11,1.0268210
1,82,8,1,1.9541280
1,83,44,20,0.7273492
1,84,1,62,0.9007857
1,85,96,63,0.1143593
1,86,77,7,2.5135510
1,87,82,6,2.7139460
1,88,29,58,1.8345630
1,89,23,1,1.0152990
1,90,36,0,0.9653823
1,91,31,20,0.8159266
1,92,76,6,2.5767310
1,93,84,5,2.6471850
1,94,84,6,2.6439770
1,95,73,12,1.3262250
1,96,75,68,1.5828870
1,97,82,4,2.1227400
1,98,90,5,2.5090900
1,99,67,66,1.7483070
1,100,30,48,0.9861355
1,101,84,4,1.9586190
1,102,3,2,1.7736460
1,103,77,7,2.5135510
1,104,75,3,1.8324590
1,105,82,6,2.7139460
1,106,63,10,1.1255820
1,107,36,12,1.8279960
1,108,29,79,0.1897959
1,109,87,3,2.1508630
1,110,83,6,2.9456110
1,111,75,61,1.2070800
1,112,76,8,2.5101910
1,113,11,25,1.4235530
1,114,23,5,1.5516150
1,115,84,8,1.4705580
1,116,38,14,1.5703550
1,117,23,4,2.4229630
1,118,76,12,2.0464800
1,119,67,8,1.4917190
1,120,83,5,2.9620360
1,121,32,15,2.3173560
1,122,96,22,0.7318571
1,123,28,4,1.1556070
1,124,74,60,1.5234990
1,125,31,16,1.8433520
1,126,77,7,2.5135510
1,127,67,63,1.7725150
1,128,21,3,2.0478400
1,129,57,99,1.3568530
1,130,76,66,2.5387070
1,131,100,88,0.8487981
1,132,83,6,2.9456110
1,133,99,21,1.3394870
1,134,83,7,2.5765490
1,135,8,4,1.4817580
1,136,23,3,2.3424970
1,137,84,5,2.6471850
1,138,21,51,1.2305500
1,139,23,52,0.2120710
1,140,24,2,1.8616610
1,141,22,94,0.8035680
1,142,24,2,1.8616610
1,143,99,20,0.8487725
1,144,78,9,1.1533340
1,145,72,13,1.4892380
1,146,89,8,0.9588658
1,147,76,53,-0.2546403
1,148,82,12,1.2062160
1,149,33,13,1.5896070
1,150,16,26,0.6834385
1,151,75,66,1.7440390
1,152,90,5,2.5090900
1,153,82,6,2.7139460
1,154,74,5,1.7119160
1,155,90,5,2.5090900
1,156,82,6,2.7139460
1,157,89,4,2.1885290
1,158,27,58,1.8927720
1,159,86,3,2.0401580
1,160,8,6,0.8772662
1,161,94,26,0.9749045
1,162,44,8,1.4237950
1,163,69,69,1.5941830
1,164,90,78,0.3989208
1,165,16,63,0.2763428
1,166,75,7,2.5520140
1,167,84,5,2.6471850
1,168,75,6,2.3006530
1,169,76,66,2.5387070
1,170,8,51,0.6065340
1,171,74,7,2.2729140
1,172,46,17,1.2330260
1,173,83,7,2.5765490
1,174,79,9,1.2442230
1,175,21,3,2.0478400
1,176,87,3,2.1508630
1,177,90,5,2.5090900
1,178,57,5,1.0062940
1,179,83,3,2.1652540
1,180,43,18,0.9664606
1,181,88,3,1.8692290
1,182,21,55,1.2836420
1,183,23,5,1.5516150
1,184,76,66,2.5387070
1,185,84,10,1.4751400
1,186,8,2,1.9965380
1,187,40,82,1.1426600
1,188,10,51,0.4555890
1,189,83,6,2.9456110
1,190,24,3,1.7919590
1,191,43,17,1.3234420
1,192,40,73,1.4248370
1,193,87,8,1.8035730
1,194,24,7,1.3638520
1,195,37,13,2.3102430
1,196,80,7,1.4158240
1,197,83,5,2.9620360
1,198,32,19,1.2439160
1,199,13,27,1.6485160
0,0,15,0,0.9933426
0,0,56,19,-1.2902620
0,0,74,43,-1.8870170
0,0,61,27,-1.0756540
0,0,29,96,-0.3690268
0,0,56,85,-0.4984003
0,0,73,91,-1.5240250
0,0,24,25,-0.7249411
0,0,75,41,-2.0863180
0,0,32,55,0.0687551
0,1,92,96,-1.0506070
0,1,44,23,-0.5499127
0,1,57,92,-0.0999486
0,1,35,87,-0.2922458
0,1,60,91,-0.0821202
0,1,38,43,0.0050061
0,1,99,3,-0.7535143
0,1,94,6,-0.3433505
0,1,16,58,0.9285735
0,1,38,36,-0.4795405
0,2,74,32,-1.8771700
0,2,88,50,-1.4516480
0,2,25,46,-1.1978400
0,2,65,52,0.0545705
0,2,44,16,1.1957440
0,2,96,20,0.3284213
0,2,10,78,0.8743019
0,2,75,23,-0.2975828
0,2,67,84,-1.0824120
0,2,60,58,0.3214076
0,3,88,58,-1.0056870
0,3,51,0,-0.1132189
0,3,29,81,-0.3909904
0,3,96,8,0.2317299
0,3,31,86,-0.0349465
0,3,0,5,-0.1089276
0,3,71,72,0.2997289
0,3,95,52,-1.2306100
0,3,90,32,0.6386058
0,3,16,58,0.9285735
0,4,6,44,-0.6253002
0,4,27,81,-1.2330320
0,4,0,36,-1.0959710
0,4,17,77,-0.5904456
0,4,71,60,0.6739497
0,4,68,89,-1.5705850
0,4,3,10,0.0269887
0,4,28,24,-0.1914825
0,4,80,47,0.1380822
0,4,20,65,-1.0083650
0,5,19,38,-0.0630659
0,5,83,94,-0.8751998
0,5,20,98,0.6855871
0,5,16,48,-0.4805007
0,5,61,31,-1.0821220
0,5,72,12,1.8000210
0,5,1,53,-0.0013154
0,5,98,7,-0.1398751
0,5,1,42,-0.0160536
0,5,40,62,-1.1883090
0,6,60,5,0.5929136
0,6,34,49,1.3006290
0,6,67,44,-0.6467795
0,6,11,74,0.6131346
0,6,28,88,-0.8980594
0,6,23,40,-0.9132516
0,6,59,14,0.1832724
0,6,22,79,-0.9615600
0,6,50,76,0.4730028
0,6,95,28,0.5480157
0,7,12,76,1.2930260
0,7,18,18,-1.3828210
0,7,32,41,-0.2299236
0,7,94,79,0.7760379
0,7,23,30,0.0721063
0,7,66,79,-0.1939314
0,7,10,55,-0.4215186
0,7,84,49,-1.0226840
0,7,13,96,-0.8579680
0,7,26,26,-0.4024159
0,8,31,3,0.0610750
0,8,1,85,0.6732175
0,8,77,1,1.0475870
0,8,86,54,-0.6982937
0,8,20,31,0.6466031
0,8,21,97,0.2237985
0,8,87,25,1.2192480
0,8,42,42,0.0759931
0,8,5,57,0.7308383
0,8,79,49,-0.1039407
0,9,58,89,-0.2285361
0,9,45,98,-1.0398020
0,9,87,92,-1.1715450
0,9,19,10,-0.7323219
0,9,8,18,-0.2455840
0,9,31,67,-1.1258030
0,9,29,57,0.9687452
0,9,39,59,-0.9004238
0,9,10,53,-0.3447605
0,9,92,60,-0.4994576
0,10,54,34,-2.1167510
0,10,72,62,0.7283620
0,10,99,76,-0.4631601
0,10,31,47,0.2410883
0,10,20,74,0.0935354
0,10,24,51,0.1057790
0,10,98,78,0.8638023
0,10,49,1,0.2451170
0,10,92,20,-0.2464192
0,10,29,9,0.0856883
0,11,54,81,-0.9087557
0,11,0,69,-0.5149417
0,11,31,34,-0.5663408
0,11,68,76,0.3984855
0,11,66,42,-1.5201510
0,11,35,61,-0.4590388
0,11,94,47,-1.6553760
0,11,96,3,-0.0478973
0,11,39,59,-0.9004238
0,11,44,59,-1.7048200
0,12,5,77,0.5120805
0,12,22,49,-0.5633394
0,12,97,99,-0.0760490
0,12,9,90,-0.0610591
0,12,75,3,1.8324590
0,12,87,23,1.0984920
0,12,85,44,-0.3720475
0,12,90,69,-1.8927890
0,12,51,78,0.6895812
0,12,53,13,-0.6964900
0,13,11,30,-0.6903809
0,13,47,0,0.9381711
0,13,37,15,1.3121660
0,13,35,97,-0.6146391
0,13,77,26,-1.4003750
0,13,17,59,0.1239738
0,13,88,62,-0.6823362
0,13,17,56,0.3204456
0,13,58,64,-0.9773915
0,13,84,50,-1.1269570
0,14,59,79,-0.0244649
0,14,19,39,-0.2284664
0,14,13,52,-0.0718173
0,14,1,66,0.7018204
0,14,67,62,0.9587354
0,14,37,70,0.5316799
0,14,58,91,0.8788779
0,14,56,96,0.4646599
0,14,21,4,1.9754000
0,14,57,29,-1.4782920
0,15,32,65,-1.1645300
0,15,72,84,-2.0092870
0,15,88,10,0.1867288
0,15,1,42,-0.0160536
0,15,36,67,-0.4435879
0,15,76,72,-0.4056831
0,15,38,83,0.5964930
0,15,81,76,-1.1130440
0,15,99,52,-0.9194590
0,15,37,53,-1.2928100
0,16,23,88,0.0569514
0,16,81,0,0.2115914
0,16,71,49,-0.5083297
0,16,79,47,-0.1265391
0,16,51,10,1.2040080
0,16,37,59,-0.7208887
0,16,55,45,-2.7286090
0,16,9,49,0.5963381
0,16,4,7,0.3161953
0,16,47,57,-1.6371120
0,17,30,72,-1.6180020
0,17,39,52,-0.7430066
0,17,49,31,-0.6637649
0,17,56,28,-1.5136250
0,17,7,10,0.0274262
0,17,64,38,-0.7683991
0,17,49,64,-0.7416071
0,17,66,36,-1.5579950
0,17,46,45,-1.3082510
0,17,82,83,-0.8122934
0,18,66,37,-1.3583960
0,18,14,0,0.6276645
0,18,44,96,-0.1831381
0,18,61,41,-1.1734490
0,18,91,0,0.7391070
0,18,18,5,0.9922330
0,18,50,35,-1.4711440
0,18,54,43,-2.2669860
0,18,75,59,1.2487890
0,18,43,46,-1.6967790
0,19,78,3,1.1933120
0,19,67,37,-0.8841677
0,19,19,60,0.5151034
0,19,89,59,-0.7026233
0,19,59,95,0.3829869
0,19,17,17,-1.5789180
0,19,5,18,-0.1995863
0,19,10,21,0.0249216
0,19,49,61,-0.4721679
0,19,6,14,-0.7906430
0,20,44,22,0.3616769
0,20,71,12,0.2214463
0,20,8,84,-0.0586310
0,20,1,8,-0.4156523
0,20,34,62,-0.1905238
0,20,59,81,0.0848446
0,20,18,97,0.6124844
0,20,11,33,-0.1842161
0,20,44,81,-0.2370705
0,20,77,22,-1.4014230
0,21,63,30,-1.1731760
0,21,48,16,0.8292437
0,21,48,81,-0.5683031
0,21,23,68,-0.2687674
0,21,37,28,-1.2225710
0,21,96,9,0.4303975
0,21,69,50,-0.7717933
0,21,91,62,-1.1783580
0,21,27,0,0.0062027
0,21,70,60,0.9564150
0,22,9,3,2.0223950
0,22,67,42,-1.7667970
0,22,42,45,-1.3325270
0,22,71,12,0.2214463
0,22,13,54,0.9238601
0,22,11,74,0.6131346
0,22,58,7,0.8686570
0,22,29,23,-0.2351869
0,22,88,49,-0.8959142
0,22,68,44,-1.2725600
0,23,75,55,-0.1750315
0,23,45,60,-2.2351380
0,23,62,56,0.0909625
0,23,79,45,-1.0453080
0,23,53,28,-0.4892959
0,23,76,7,2.3000000
0,23,79,34,-1.0277150
0,23,83,65,-0.0486920
0,23,98,15,0.4216783
0,23,53,11,0.5906341
0,24,49,32,-1.3117180
0,24,52,82,-1.1144580
0,24,59,80,-0.1490234
0,24,66,66,0.9484000
0,24,16,42,-0.6758612
0,24,19,2,1.4733800
0,24,56,45,-2.6507340
0,24,36,11,1.0975430
0,24,37,68,0.2779939
0,24,37,23,1.3919150
0,25,1,10,-0.1277799
0,25,36,2,0.6795842
0,25,64,17,-0.4744894
0,25,13,70,0.5122151
0,25,7,27,1.2293390
0,25,76,77,-1.3548150
0,25,50,62,-0.7815923
0,25,18,44,-0.4375877
0,25,24,18,-0.7505316
0,25,62,63,1.0326020
0,26,49,25,-0.6786468
0,26,38,19,0.5490820
0,26,22,28,0.1911056
0,26,26,1,0.7599960
0,26,69,54,0.9132639
0,26,49,2,0.0824939
0,26,34,5,-0.4469900
0,26,14,85,-0.4890286
0,26,91,58,-1.8550620
0,26,35,31,-0.3245248
0,27,54,28,-1.0547890
0,27,34,71,0.1063258
0,27,78,18,0.1532072
0,27,85,87,-0.3032623
0,27,82,86,-0.5640283
0,27,8,0,1.5940160
0,27,57,86,0.1392912
0,27,10,17,-1.3400060
0,27,9,86,0.7486026
0,27,55,9,0.3116163
0,28,78,55,0.0329168
0,28,30,1,-0.0569221
0,28,94,97,-0.3313792
0,28,81,54,0.0116288
0,28,89,51,-1.8363880
0,28,4,9,0.5303888
0,28,97,67,-0.5103125
0,28,68,84,-0.3743168
0,28,62,21,-0.4273288
0,28,96,24,1.4163950
0,29,82,63,-0.4543530
0,29,49,55,-0.9978589
0,29,8,36,-0.0063721
0,29,26,77,-0.5793587
0,29,93,40,-0.0646900
0,29,1,96,0.4453409
0,29,7,90,-0.7210017
0,29,87,63,-1.3063410
0,29,60,75,-0.1896155
0,29,93,38,-0.4720664
0,30,27,75,-0.6601115
0,30,68,1,1.1681930
0,30,63,23,-0.6332942
0,30,95,47,-2.0492920
0,30,37,11,1.3171610
0,30,59,76,-0.2974870
0,30,73,91,-1.5240250
0,30,24,0,0.9279078
0,30,29,50,0.3498295
0,30,52,1,-0.5184180
0,31,84,54,-0.7770343
0,31,85,76,-1.0798770
0,31,97,2,-0.0357374
0,31,33,35,0.1213399
0,31,64,52,-0.2144345
0,31,72,82,-1.9937660
0,31,14,46,-1.2606650
0,31,57,50,-0.6959820
0,31,11,48,-0.4287623
0,31,46,99,-0.8100759
0,32,49,9,0.9560178
0,32,53,89,-0.2371978
0,32,90,1,0.6849045
0,32,31,56,-0.1995807
0,32,46,40,-1.9488380
0,32,44,50,-2.1668470
0,32,16,18,-1.4082950
0,32,87,76,-0.8943423
0,32,16,0,1.3429020
0,32,94,3,-0.3614951
0,33,17,37,0.2725998
0,33,6,27,0.9309795
0,33,40,59,-1.6339730
0,33,83,96,-1.5691270
0,33,71,0,1.6722050
0,33,49,78,0.1224707
0,33,81,49,-0.5614954
0,33,63,25,-0.6531680
0,33,66,21,0.4044079
0,33,53,87,-0.1932499
0,34,14,81,-1.4100520
0,34,7,63,0.0090661
0,34,97,84,-0.2685376
0,34,56,47,-2.3795840
0,34,73,13,1.3486160
0,34,7,94,-2.3184310
0,34,64,31,-1.7228700
0,34,40,97,0.5957969
0,34,77,31,-1.3383280
0,34,96,21,0.0792310
0,35,68,64,1.5486300
0,35,50,82,-0.7992611
0,35,66,14,-0.4404819
0,35,26,62,-0.1088292
0,35,50,98,0.2893351
0,35,67,18,0.3277990
0,35,21,68,-0.7632688
0,35,59,83,0.1153184
0,35,80,91,-0.9441834
0,35,63,27,-1.2005410
0,36,98,72,-0.0747864
0,36,4,19,-0.4934764
0,36,91,21,-0.0922579
0,36,36,78,-0.5109474
0,36,2,10,-0.3908135
0,36,29,22,0.1284537
0,36,35,4,0.1255882
0,36,83,82,-0.3848581
0,36,98,42,-1.9658720
0,36,3,91,0.0543205
0,37,26,31,0.0235735
0,37,66,1,0.1442967
0,37,55,37,-1.7057930
0,37,17,5,0.8530857
0,37,76,24,-0.1016627
0,37,84,19,0.0213255
0,37,91,6,1.4364430
0,37,67,94,-0.9958943
0,37,89,97,-0.6711109
0,37,86,11,1.2345000
0,38,32,44,0.2752682
0,38,15,3,0.4711445
0,38,30,85,0.6904130
0,38,55,47,-3.1535520
0,38,24,17,-0.8698163
0,38,68,19,0.1824217
0,38,46,63,-2.1268550
0,38,19,83,0.5785350
0,38,12,24,1.5274060
0,38,60,2,0.2493340
0,39,75,5,1.7687000
0,39,43,75,0.6496829
0,39,80,30,-0.8809977
0,39,63,19,0.5805015
0,39,50,30,-0.4564790
0,39,50,23,-1.7280220
0,39,58,12,0.1374833
0,39,6,54,-0.0386079
0,39,79,53,0.2880177
0,39,49,20,-1.1465620
0,40,21,46,-0.1525435
0,40,24,5,1.3739280
0,40,99,94,-0.6943567
0,40,53,94,-0.0145337
0,40,52,50,-1.2923840
0,40,92,5,0.8119667
0,40,92,82,0.9469841
0,40,61,19,-0.4266243
0,40,33,27,-1.1012690
0,40,14,69,0.1526380
0,41,43,44,-1.3384850
0,41,62,57,0.7538709
0,41,65,43,-1.4617610
0,41,21,83,0.0325924
0,41,50,59,-0.9675507
0,41,69,15,-0.6556071
0,41,80,72,-1.4016400
0,41,61,50,-0.4490177
0,41,77,22,-1.4014230
0,41,66,26,-0.7654575
0,42,91,94,-1.0964690
0,42,58,1,-1.4532110
0,42,23,97,-0.4967928
0,42,50,7,1.0138140
0,42,22,57,1.5650010
0,42,25,4,1.3593960
0,42,10,57,0.4468459
0,42,67,87,-1.6159110
0,42,64,41,-1.0890310
0,42,28,56,0.9212177
0,43,40,9,1.0394380
0,43,53,37,-1.5562000
0,43,55,13,0.0572752
0,43,53,71,-0.6794743
0,43,53,96,0.0146161
0,43,81,63,-0.7699025
0,43,23,82,-0.8047412
0,43,92,22,-0.0250247
0,43,63,70,-0.3851293
0,43,59,65,0.3702275
0,44,98,21,0.3624782
0,44,19,19,-0.7682756
0,44,75,92,-1.5251590
0,44,82,39,-0.5432184
0,44,76,71,-0.0102200
0,44,7,16,-0.6694638
0,44,79,50,-0.1690154
0,44,88,71,-0.9572144
0,44,7,31,0.3311859
0,44,60,43,-1.5488410
0,45,48,93,-0.6836666
0,45,90,29,1.5925740
0,45,92,11,-0.0439860
0,45,26,83,-0.2574345
0,45,9,98,-1.3081720
0,45,10,42,-2.4954990
0,45,52,58,-0.3885880
0,45,40,93,0.4089348
0,45,80,84,-1.5363720
0,45,81,37,-0.2835985
0,46,56,8,0.5811139
0,46,18,57,0.9027319
0,46,42,54,-2.2705010
0,46,23,65,-0.3482515
0,46,32,74,-1.1722000
0,46,88,88,-1.1691690
0,46,8,40,-1.3596430
0,46,4,27,0.6046213
0,46,39,53,-1.0531780
0,46,66,46,-0.7084714
0,47,31,63,-0.7462585
0,47,61,90,-0.0262884
0,47,7,12,-0.4340270
0,47,23,91,-0.0849164
0,47,45,38,-1.4040710
0,47,22,87,0.4474915
0,47,2,54,0.0093773
0,47,62,24,-1.0888800
0,47,52,95,-0.2082629
0,47,69,16,-0.6278595
0,48,7,57,1.2563070
0,48,17,70,-0.0095798
0,48,32,71,-0.6136802
0,48,18,97,0.6124844
0,48,42,95,-0.1348767
0,48,27,79,-0.4929205
0,48,21,45,-0.2636515
0,48,52,48,-1.5460770
0,48,73,98,-0.7403365
0,48,79,98,-0.7016382
0,49,53,7,0.4372176
0,49,47,38,-1.0198360
0,49,71,16,-0.1387426
0,49,92,32,0.3266065
0,49,97,76,0.2506305
0,49,3,87,-0.5563194
0,49,77,76,-0.7705438
0,49,75,98,-0.6675410
0,49,50,79,-0.7150914
0,49,99,33,-0.1303392
0,50,70,68,0.2353147
0,50,59,37,-1.5185270
0,50,54,66,-0.3587526
0,50,77,90,-1.2185590
0,50,82,96,-1.3223410
0,50,71,25,-1.3358770
0,50,52,38,-0.8029221
0,50,85,78,-1.1088410
0,50,32,86,-0.4942367
0,50,64,8,0.6386195
0,51,75,20,-1.2551710
0,51,16,73,0.6632121
0,51,86,68,-0.3826107
0,51,84,32,0.3600056
0,51,44,96,-0.1831381
0,51,60,68,-0.0874921
0,51,18,58,0.2661403
0,51,67,87,-1.6159110
0,51,66,45,-0.5906216
0,51,8,98,-1.1790710
0,52,19,2,1.4733800
0,52,4,67,-0.9157749
0,52,17,35,0.8394775
0,52,3,46,-0.3998791
0,52,78,80,-1.0285640
0,52,88,27,1.4764130
0,52,6,51,0.8601768
0,52,69,65,0.7096131
0,52,45,38,-1.4040710
0,52,42,12,1.6874380
0,53,36,72,0.4883120
0,53,85,0,0.1275996
0,53,63,67,-0.2388690
0,53,67,43,-1.3658160
0,53,21,43,-0.2858807
0,53,43,77,0.1588153
0,53,63,1,-0.1942933
0,53,85,33,-0.3797627
0,53,92,66,-1.5856850
0,53,71,11,0.4644770
0,54,65,39,-1.2056600
0,54,94,86,0.8249264
0,54,53,68,-0.0934241
0,54,50,32,-1.1986940
0,54,70,6,1.0536310
0,54,42,7,0.6385712
0,54,3,2,1.7736460
0,54,89,1,0.4081452
0,54,47,82,0.2424408
0,54,10,64,0.0840896
0,55,46,72,0.1444892
0,55,15,32,0.1395230
0,55,43,46,-1.6967790
0,55,88,73,-1.1073060
0,55,62,55,0.4728269
0,55,4,9,0.5303888
0,55,43,84,0.6445630
0,55,3,31,-0.4484325
0,55,55,50,-0.9813227
0,55,73,75,-0.7022995
0,56,90,47,-0.2217651
0,56,7,13,-0.8420910
0,56,47,44,-0.9028370
0,56,74,42,-1.5099880
0,56,42,44,-0.7284713
0,56,78,84,-1.8924810
0,56,66,17,-0.2071725
0,56,9,26,0.8995587
0,56,56,92,0.3829688
0,56,38,8,0.8853660
0,57,12,9,-0.0553808
0,57,65,81,-0.0923840
0,57,71,58,0.6319545
0,57,20,52,0.7752671
0,57,35,59,0.1242265
0,57,92,5,0.8119667
0,57,18,10,-1.0623170
0,57,11,77,1.1849210
0,57,3,83,-0.1394214
0,57,77,19,0.1042993
0,58,52,29,-0.3204246
0,58,68,12,-0.1231320
0,58,98,27,0.2936948
0,58,58,61,0.2008368
0,58,76,35,-2.0332860
0,58,26,37,0.1178072
0,58,0,89,-0.4000105
0,58,25,26,-1.1200030
0,58,94,86,0.8249264
0,58,62,64,1.5502150
0,59,80,81,-0.8900565
0,59,73,61,0.4985008
0,59,54,26,-1.6228440
0,59,69,95,-1.2101510
0,59,51,7,0.4700472
0,59,36,95,-0.4250604
0,59,68,4,0.3177151
0,59,76,70,-0.2420003
0,59,74,25,-0.5997117
0,59,18,67,-0.7268638
0,60,75,9,1.6988920
0,60,78,49,-0.7055106
0,60,6,49,-0.0194235
0,60,90,54,-1.2496020
0,60,53,39,-1.1726470
0,60,59,28,-1.4546360
0,60,1,85,0.6732175
0,60,34,47,1.1599130
0,60,35,77,-0.6822431
0,60,36,38,-0.1565750
0,61,39,64,-0.3748893
0,61,80,4,1.2605180
0,61,15,75,0.1861965
0,61,97,80,0.4479476
0,61,30,78,0.9842590
0,61,96,64,-0.0168744
0,61,24,88,-0.0224711
0,61,66,33,-1.0695680
0,61,94,58,-0.5813834
0,61,11,23,1.0104640
0,62,36,18,1.1298250
0,62,73,92,-0.9061050
0,62,92,99,-0.6012059
0,62,17,75,0.0127311
0,62,9,12,-0.7286663
0,62,75,82,-2.1335760
0,62,79,42,-0.5734123
0,62,1,54,0.1354736
0,62,68,39,-1.6410920
0,62,89,22,0.3928086
0,63,20,55,1.3203580
0,63,53,26,-0.8073894
0,63,30,84,-0.1763334
0,63,50,88,-0.9682210
0,63,89,0,0.6365801
0,63,58,35,-1.8995450
0,63,87,60,-0.4011909
0,63,67,58,1.1582870
0,63,23,61,0.9855089
0,63,96,97,0.0722792
0,64,80,27,-0.2016222
0,64,2,61,0.1012044
0,64,6,12,-0.5212569
0,64,67,46,-0.8356560
0,64,13,76,1.0017030
0,64,6,99,-0.8149575
0,64,11,33,-0.1842161
0,64,19,69,0.2021587
0,64,2,12,-1.4292150
0,64,53,8,0.1123745
0,65,15,52,-0.0373537
0,65,26,79,-0.6682258
0,65,5,98,-0.4574294
0,65,23,97,-0.4967928
0,65,71,81,-2.0940630
0,65,16,67,0.0341709
0,65,52,84,-0.6988508
0,65,53,41,-1.0407830
0,65,41,15,2.2591110
0,65,37,83,0.1890246
0,66,2,77,0.2445149
0,66,66,89,-0.9694406
0,66,47,97,0.3418592
0,66,12,56,0.5079688
0,66,9,6,0.6288699
0,66,58,34,-1.4698560
0,66,44,62,-2.2098990
0,66,31,51,0.5271544
0,66,82,74,-1.6213500
0,66,27,33,-0.2589711
0,67,81,29,-0.0950229
0,67,7,25,0.8333140
0,67,1,86,0.4592443
0,67,0,98,0.8230364
0,67,83,96,-1.5691270
0,67,58,90,0.4650484
0,67,19,80,-1.0939720
0,67,97,69,-0.2872290
0,67,21,42,-0.6910919
0,67,59,86,-0.5733145
0,68,35,88,-0.3976278
0,68,35,13,0.9683989
0,68,74,54,-0.2701320
0,68,0,14,-1.5400160
0,68,72,87,-1.7962310
0,68,42,74,0.8515401
0,68,67,55,1.1000750
0,68,17,84,-0.0788743
0,68,91,33,0.1336798
0,68,96,31,0.1830358
0,69,40,28,-0.2212055
0,69,16,13,-1.4459990
0,69,81,95,-1.3755230
0,69,12,34,-0.1374217
0,69,6,96,-1.1525110
0,69,94,95,-0.8114097
0,69,15,82,-1.1381690
0,69,70,66,0.4391001
0,69,17,2,1.5122190
0,69,26,68,-1.1636370
0,70,73,61,0.4985008
0,70,45,53,-3.3000520
0,70,94,29,0.0421798
0,70,97,42,-2.0726220
0,70,82,80,-0.5368336
0,70,11,2,0.7408215
0,70,32,26,-1.1263320
0,70,39,1,0.1945779
0,70,68,3,0.1326629
0,70,45,7,1.5363320
0,71,19,90,-0.3884074
0,71,95,40,-0.6555952
0,71,57,46,-2.2756180
0,71,69,38,-2.5282390
0,71,57,84,-0.6260871
0,71,18,76,0.2569180
0,71,98,21,0.3624782
0,71,97,80,0.4479476
0,71,12,29,0.1233158
0,71,13,22,0.6272481
0,72,93,34,-0.3444978
0,72,14,43,-1.5530610
0,72,41,37,-0.9110981
0,72,33,82,0.5899996
0,72,48,99,-0.1963642
0,72,54,70,-0.7598580
0,72,77,64,0.6397595
0,72,35,83,-0.1703909
0,72,51,13,-0.0160784
0,72,1,44,-0.6048321
0,73,80,75,-1.4002050
0,73,20,37,-0.4305224
0,73,51,65,-1.0846220
0,73,92,28,0.3649235
0,73,75,30,-0.8412333
0,73,59,13,0.3581906
0,73,49,28,0.2888600
0,73,91,72,-1.1432770
0,73,33,15,1.6479180
0,73,61,53,-0.1340569
0,74,32,22,0.6034882
0,74,83,99,-0.4740926
0,74,42,94,0.1697526
0,74,52,84,-0.6988508
0,74,56,89,-0.0094811
0,74,63,80,-0.0996560
0,74,79,43,-0.4440397
0,74,29,25,-1.2554060
0,74,92,60,-0.4994576
0,74,5,0,0.7925422
0,75,89,24,1.0542070
0,75,18,0,1.6622160
0,75,78,64,0.5579233
0,75,15,4,0.3433527
0,75,70,79,-1.3363240
0,75,34,57,-0.7260319
0,75,64,30,-1.7441970
0,75,71,61,0.8767631
0,75,18,4,1.6174080
0,75,80,56,-0.1341743
0,76,89,20,0.9095758
0,76,38,3,0.2507078
0,76,36,60,-0.4442922
0,76,34,38,-0.5380787
