Observed,strata,x-val,y-val,resource
0,4,0,72,-0.8955697
0,4,92,83,0.1914152
0,4,64,31,-1.7228700
0,4,80,9,0.8387530
0,4,33,23,0.1813859
0,4,48,70,-0.4885933
0,4,21,91,-0.6970050
0,4,85,52,-1.5078280
0,5,30,18,0.2239810
0,5,60,17,-0.3506315
0,5,77,59,1.4855080
0,5,97,50,-1.0303450
0,5,82,85,-0.4296608
0,5,29,86,-0.4134664
0,5,51,73,-0.6799979
0,5,51,46,-1.3894570
0,5,5,7,0.1608429
0,5,32,50,0.7415063
0,6,60,70,-0.0314587
0,6,42,22,0.5138415
0,6,93,82,0.0992090
0,6,35,83,-0.1703909
0,6,45,27,0.1643987
0,6,82,33,-0.3833334
0,6,49,29,-0.0308145
0,6,62,8,-0.0331994
0,6,99,96,-0.1289210
0,6,87,27,0.9634682
0,7,84,64,-0.9782219
0,7,19,67,-0.4241583
0,7,6,27,0.9309795
0,7,14,88,-0.9897690
0,7,39,1,0.1945779
0,7,28,80,-0.7090249
0,7,40,19,1.4247550
0,7,78,20,-0.0734632
0,7,18,5,0.9922330
0,7,19,41,-0.9520666
0,8,72,0,1.1002500
0,8,95,60,-0.4207715
0,8,53,33,-1.5526350
0,8,3,47,-0.4713586
0,8,15,82,-1.1381690
0,8,24,93,0.0974738
0,8,69,3,0.3624172
0,8,91,0,0.7391070
0,8,2,5,1.0576660
0,8,25,9,1.1390310
0,9,88,90,-1.6021850
0,9,86,95,-0.2784526
0,9,90,45,-0.3466925
0,9,41,46,-1.5134170
0,9,49,93,-0.3682363
0,9,80,18,0.6283711
0,9,49,29,-0.0308145
0,9,97,92,0.2182578
0,9,46,48,-1.6003730
0,9,78,85,-2.5414990
0,10,95,95,-0.5292094
0,10,97,95,-0.1383603
0,10,90,82,1.5337730
0,10,76,12,2.0464800
0,10,25,16,-0.9871829
0,10,39,17,0.9460607
0,10,90,5,2.5090900
0,10,94,89,-0.7716219
0,10,96,21,0.0792310
0,10,77,1,1.0475870
0,11,77,52,-0.5411057
0,11,10,72,0.0585099
0,11,13,68,1.0070220
0,11,19,21,-1.2985100
0,11,66,84,-0.8769438
0,11,76,36,-1.8029460
0,11,9,33,-0.4405002
0,11,0,54,0.8273343
0,11,66,52,-0.4288221
0,11,52,63,-0.8705068
0,12,46,23,-0.3855514
0,12,97,47,-2.8731560
0,12,42,23,0.1341086
0,12,97,43,-2.1473590
0,12,72,40,-2.2339100
0,12,6,4,1.2889070
0,12,8,95,-1.6005600
0,12,95,1,-1.0330020
0,12,98,87,-0.2051800
0,12,21,85,0.2679342
0,13,77,34,-1.3149610
0,13,73,22,-0.7618351
0,13,71,52,0.2591601
0,13,45,66,-2.2068430
0,13,77,7,2.5135510
0,13,70,27,-1.4436340
0,13,90,82,1.5337730
0,13,89,9,0.2952168
0,13,22,14,-2.3574460
0,13,34,69,-0.4919680
0,14,73,84,-1.9052180
0,14,51,16,0.4278198
0,14,90,79,0.0487969
0,14,40,79,0.5612894
0,14,76,2,1.2350060
0,14,39,85,0.5664634
0,14,31,74,-1.4294660
0,14,42,18,1.5766780
0,14,80,74,-1.3146170
0,14,44,82,0.3361482
0,15,77,56,0.7045249
0,15,32,85,-0.1280829
0,15,10,24,1.5473430
0,15,91,84,0.6926508
0,15,59,97,0.4054176
0,15,8,50,1.2150060
0,15,14,41,-1.0656130
0,15,79,47,-0.1265391
0,15,22,19,-1.1677520
0,15,46,72,0.1444892
0,16,1,70,-0.7408955
0,16,48,86,-0.3570021
0,16,60,19,-0.9708555
0,16,24,35,-0.0236135
0,16,28,91,0.5588647
0,16,63,20,-0.4398691
0,16,11,81,-1.2258510
0,16,76,33,-1.3259270
0,16,80,72,-1.4016400
0,16,38,87,-0.2337222
0,17,77,37,-1.7317950
0,17,78,54,-0.5348198
0,17,64,56,0.7336389
0,17,58,96,0.3119785
0,17,55,95,-0.2049360
0,17,94,84,0.9023578
0,17,32,56,-0.5235237
0,17,82,63,-0.4543530
0,17,24,86,1.0726510
0,17,11,33,-0.1842161
0,18,18,68,0.0447591
0,18,59,98,0.6025204
0,18,3,63,0.9490065
0,18,35,82,-0.4640052
0,18,60,77,0.3950621
0,18,85,97,-0.0676076
0,18,17,13,-1.7151370
0,18,3,15,-0.7756261
0,18,31,66,-1.3372210
0,18,88,52,-1.3995330
0,19,2,20,-0.2934808
0,19,77,6,1.1762730
0,19,26,59,1.2124240
0,19,25,76,-0.3536368
0,19,5,40,-0.7949770
0,19,90,38,-0.6513907
0,19,88,44,0.3545538
0,19,51,9,1.1644880
0,19,22,62,-0.0339024
0,19,38,52,-1.9274310
0,20,77,82,-1.8373890
0,20,8,37,-0.2639422
0,20,51,5,1.0509950
0,20,56,27,-1.4120110
0,20,39,79,0.3815816
0,20,77,67,0.6671395
0,20,54,41,-2.0855740
0,20,76,22,-0.6754291
0,20,52,90,-0.2663667
0,20,95,11,0.2475278
0,21,34,66,-0.4296448
0,21,8,12,-0.4214085
0,21,17,3,1.0728960
0,21,9,60,1.0659370
0,21,25,33,-0.3044864
0,21,89,52,-0.8895284
0,21,78,93,0.1454416
0,21,43,87,0.7882729
0,21,79,69,-0.2911053
0,21,67,57,0.5510428
0,22,40,95,0.5716396
0,22,4,31,-0.0743117
0,22,52,50,-1.2923840
0,22,49,11,0.9857165
0,22,66,9,1.0214910
0,22,96,37,-0.9193558
0,22,39,71,1.0223300
0,22,14,24,0.8945444
0,22,18,38,-0.1935317
0,22,57,73,0.7325519
0,23,9,44,-1.8973250
0,23,9,75,0.9946835
0,23,45,87,1.0320630
0,23,86,15,-0.4114047
0,23,43,77,0.1588153
0,23,94,24,0.8336107
0,23,32,38,-0.7175026
0,23,44,44,-1.0967780
0,23,11,43,-2.4100980
0,23,19,88,0.3735059
0,24,37,87,-0.1625963
0,24,38,88,-0.5027313
0,24,17,93,0.1220264
0,24,22,4,1.7800150
0,24,6,26,0.4897118
0,24,18,84,0.1622962
0,24,21,40,-0.4707667
0,24,32,41,-0.2299236
0,24,81,75,-1.7326320
0,24,96,33,0.2395693
0,25,23,75,-0.9968557
0,25,51,56,-0.4763677
0,25,9,9,-0.1307213
0,25,15,22,-0.5823959
0,25,91,90,-0.6121370
0,25,42,83,0.7936743
0,25,34,16,1.7091080
0,25,23,69,-0.4210286
0,25,54,83,-1.2288640
0,25,47,55,-1.7599150
0,26,39,79,0.3815816
0,26,29,41,-1.5069590
0,26,53,28,-0.4892959
0,26,50,67,-1.0887830
0,26,37,4,0.4632107
0,26,32,65,-1.1645300
0,26,88,77,-0.0369537
0,26,85,66,-1.1895720
0,26,60,94,0.4554542
0,26,68,65,1.5602810
0,27,9,16,-0.7807754
0,27,6,68,-1.1226770
0,27,75,33,-1.6382330
0,27,46,12,1.2111700
0,27,94,51,-1.4092950
0,27,73,30,-1.4416040
0,27,33,96,-0.1817097
0,27,69,45,-0.7885971
0,27,45,77,0.6288500
0,27,43,46,-1.6967790
0,28,39,85,0.5664634
0,28,55,8,0.4070733
0,28,88,53,-1.6978140
0,28,67,0,1.0211730
0,28,0,13,-1.7262300
0,28,32,59,-0.3701255
0,28,33,28,-1.5549840
0,28,49,44,-1.0677900
0,28,68,58,1.0543870
0,28,97,16,0.1016267
0,29,40,85,0.4854457
0,29,68,51,-0.7122297
0,29,11,63,0.2995290
0,29,88,75,-0.2686348
0,29,57,2,-0.5925933
0,29,44,84,1.1375810
0,29,21,42,-0.6910919
0,29,72,16,0.2021188
0,29,76,52,-0.3345152
0,29,56,32,-1.4482700
0,30,27,81,-1.2330320
0,30,42,19,1.1338420
0,30,66,95,-1.0022260
0,30,62,24,-1.0888800
0,30,31,29,-1.9235830
0,30,59,90,0.3055042
0,30,37,67,0.0748277
0,30,83,37,-0.4962109
0,30,33,65,-0.9631339
0,30,48,26,-0.0705014
0,31,33,54,0.8499847
0,31,43,95,-0.4241713
0,31,1,5,0.1821386
0,31,75,17,-0.3389206
0,31,19,59,1.4831370
0,31,38,23,0.5088519
0,31,86,76,-1.2089110
0,31,44,5,0.9866073
0,31,49,64,-0.7416071
0,31,63,26,-1.2047210
0,32,99,25,0.3839812
0,32,11,93,-1.2922290
0,32,26,28,-0.0960725
0,32,19,65,-0.9512971
0,32,95,90,-0.5133055
0,32,89,8,0.9588658
0,32,17,12,-2.3867320
0,32,59,57,0.1989489
0,32,62,91,-1.0231630
0,32,91,77,0.4007652
0,33,78,50,-0.4433512
0,33,38,89,-0.7955176
0,33,99,42,-2.2253650
0,33,76,35,-2.0332860
0,33,71,10,0.5462095
0,33,43,87,0.7882729
0,33,81,65,-0.0924473
0,33,7,11,0.0214945
0,33,53,62,-1.0745160
0,33,19,3,2.1309860
0,34,26,76,-0.3334883
0,34,85,45,-1.6193430
0,34,13,67,0.5531768
0,34,54,61,-0.9566629
0,34,27,20,-0.3706708
0,34,74,57,1.2739120
0,34,78,56,0.9667145
0,34,79,72,-0.8074717
0,34,71,16,-0.1387426
0,34,35,56,-0.6073646
0,35,60,61,0.8547856
0,35,25,70,-0.5528581
0,35,67,92,-1.0897740
0,35,59,97,0.4054176
0,35,35,33,-0.5110826
0,35,38,23,0.5088519
0,35,58,85,-0.1968363
0,35,16,81,-0.8182542
0,35,26,67,-1.2100220
0,35,21,20,-1.6625680
0,36,77,22,-1.4014230
0,36,88,58,-1.0056870
0,36,2,80,0.0986470
0,36,16,61,-0.4717756
0,36,8,99,-1.5359060
0,36,67,7,1.4312140
0,36,36,20,0.7908237
0,36,69,65,0.7096131
0,36,68,1,1.1681930
0,36,26,31,0.0235735
0,37,31,33,-0.6787973
0,37,45,35,-0.5961871
0,37,10,61,0.5820171
0,37,15,69,0.4261798
0,37,80,13,0.6274554
0,37,56,73,-0.3709413
0,37,56,95,0.3622114
0,37,69,11,0.0636705
0,37,94,22,0.7045332
0,37,85,65,-1.4333340
0,38,17,66,-0.6268656
0,38,16,57,1.2299870
0,38,98,35,-0.1174198
0,38,85,26,0.3750059
0,38,79,26,-0.5245230
0,38,66,6,1.2583740
0,38,37,14,1.1870150
0,38,44,24,-0.2932919
0,38,83,33,0.0975787
0,38,64,0,-0.3209508
0,39,24,48,-0.4329583
0,39,12,64,0.7976035
0,39,39,36,-0.6483090
0,39,92,81,1.1431910
0,39,74,83,-2.3935090
0,39,82,39,-0.5432184
0,39,31,75,-0.9187138
0,39,37,34,-0.9411848
0,39,46,24,-0.6900657
0,39,71,2,1.6219840
0,40,81,94,-1.2359850
0,40,80,43,-0.5563167
0,40,5,16,0.0525923
0,40,79,65,0.2583941
0,40,47,28,-0.2634941
0,40,58,4,0.2699932
0,40,75,14,0.8320658
0,40,65,6,0.7995124
0,40,90,97,-0.5695184
0,40,52,83,-0.9316883
0,41,14,91,-0.8549837
0,41,90,84,0.8598731
0,41,97,6,-0.4830571
0,41,99,78,0.4170467
0,41,48,14,0.5971859
0,41,81,86,-0.8526019
0,41,55,19,-0.7943393
0,41,78,41,-0.2176198
0,41,0,87,0.7034001
0,41,8,21,0.2117483
0,42,37,51,-0.5535375
0,42,61,83,0.7725351
0,42,63,82,0.6709618
0,42,4,98,-0.1415274
0,42,92,87,-0.0895500
0,42,60,17,-0.3506315
0,42,39,28,-0.1456141
0,42,83,91,-0.7654718
0,42,33,73,0.1896248
0,42,0,2,-0.0193959
0,43,90,8,0.4561451
0,43,60,15,0.1569406
0,43,7,24,1.0346010
0,43,87,12,0.8179177
0,43,19,4,1.5220640
0,43,7,64,0.6462439
0,43,32,22,0.6034882
0,43,3,66,-0.1830320
0,43,37,73,0.4707466
0,43,48,5,1.1643540
0,44,41,94,0.2791884
0,44,24,1,1.1283250
0,44,27,27,-1.0076870
0,44,53,30,-0.8159046
0,44,59,16,-0.7259963
0,44,63,22,-0.9191008
0,44,19,75,-0.0513576
0,44,49,29,-0.0308145
0,44,41,54,-1.5270970
0,44,12,61,0.1817546
0,45,68,12,-0.1231320
0,45,86,32,-0.3275690
0,45,22,25,-0.4058992
0,45,4,13,-0.5090252
0,45,7,0,1.8191460
0,45,23,2,1.7626630
0,45,23,66,-0.4105327
0,45,64,60,1.0300660
0,45,96,11,0.1824098
0,45,52,87,-0.8429488
0,46,78,5,0.6887918
0,46,98,81,0.5082065
0,46,48,94,-0.6123575
0,46,84,43,-0.1724409
0,46,75,9,1.6988920
0,46,8,5,1.2129060
0,46,80,1,0.3415996
0,46,47,15,0.3831971
0,46,26,67,-1.2100220
0,46,53,99,0.3230295
0,47,3,80,-0.0827148
0,47,84,9,0.8727156
0,47,76,60,0.9744904
0,47,24,38,-0.2653305
0,47,63,27,-1.2005410
0,47,73,97,-0.6599724
0,47,92,41,-0.1278837
0,47,81,62,-0.8675079
0,47,10,79,0.2006406
0,47,61,63,1.4282700
0,48,95,46,-1.5695170
0,48,55,16,-1.4276220
0,48,5,0,0.7925422
0,48,63,12,1.2150930
0,48,49,95,0.0022077
0,48,88,9,0.8699472
0,48,19,78,-1.2039720
0,48,81,54,0.0116288
0,48,65,22,-0.3880487
0,48,65,77,0.4527878
0,49,50,36,-1.0653020
0,49,42,85,0.8817988
0,49,5,5,0.8251139
0,49,68,23,-0.9660440
0,49,9,82,-0.6716811
0,49,59,26,-0.9591536
0,49,38,24,1.0486360
0,49,52,7,0.9174475
0,49,13,38,-1.2805880
0,49,78,50,-0.4433512
0,50,48,46,-1.4116210
0,50,56,23,-1.6134250
0,50,88,68,-1.4320580
0,50,42,65,-0.5178807
0,50,66,5,0.8549670
0,50,83,64,-0.5541605
0,50,82,29,-0.1026380
0,50,14,81,-1.4100520
0,50,40,82,1.1426600
0,50,86,61,-0.6962038
0,51,42,22,0.5138415
0,51,16,96,-0.4521744
0,51,13,7,-0.0905720
0,51,72,58,0.8538520
0,51,40,48,-0.2548433
0,51,37,27,-0.8741801
0,51,58,83,-0.3564871
0,51,19,88,0.3735059
0,51,16,16,-2.2726240
0,51,36,36,-0.9161246
0,52,21,61,0.0724476
0,52,37,68,0.2779939
0,52,61,1,-0.0535311
0,52,67,45,-0.6814687
0,52,52,83,-0.9316883
0,52,45,20,0.2662060
0,52,18,46,0.2090323
0,52,48,91,0.5963611
0,52,62,30,-1.4574270
0,52,26,13,-0.0721534
0,53,60,8,0.0451059
0,53,35,99,-0.4368335
0,53,28,19,-0.0775610
0,53,44,43,-0.8490426
0,53,26,52,0.9078675
0,53,46,38,-1.0781460
0,53,30,54,0.5377030
0,53,7,49,0.1883731
0,53,1,1,0.5588698
0,53,74,36,-1.8213220
0,54,40,64,-0.1669940
0,54,58,49,-1.9564190
0,54,77,90,-1.2185590
0,54,54,14,-1.2185700
0,54,10,96,-1.3523990
0,54,53,63,-0.8610043
0,54,38,44,0.4429555
0,54,17,39,-0.6435777
0,54,41,2,0.1049199
0,54,73,46,-0.5467440
0,55,55,74,-0.0820069
0,55,64,82,0.5306967
0,55,3,60,0.9195151
0,55,98,5,-0.7177936
0,55,34,49,1.3006290
0,55,24,84,-0.0980195
0,55,4,98,-0.1415274
0,55,34,84,0.2151814
0,55,15,79,-0.8616307
0,55,99,55,-1.6489520
0,56,16,66,-0.4193170
0,56,59,27,-1.3404350
0,56,26,11,0.4277987
0,56,57,26,-0.7924328
0,56,86,71,-1.3458930
0,56,85,66,-1.1895720
0,56,38,56,0.0993733
0,56,59,11,0.7939500
0,56,18,59,0.4681138
0,56,68,24,-0.6387603
0,57,58,84,-0.4633787
0,57,82,52,0.0518549
0,57,24,21,-0.1402233
0,57,11,30,-0.6903809
0,57,60,36,-1.1964440
0,57,75,19,-0.7061602
0,57,81,23,-0.1017938
0,57,52,1,-0.5184180
0,57,12,43,-1.7385490
0,57,41,69,-0.6535056
0,58,55,31,-1.4811080
0,58,49,58,-1.2003460
0,58,89,19,1.0425310
0,58,10,87,-0.1582119
0,58,87,13,0.6155618
0,58,65,40,-1.2951080
0,58,44,72,-0.5520614
0,58,80,95,-1.1302740
0,58,46,57,-2.4266290
0,58,42,38,-1.0975790
0,59,2,18,-0.6243942
0,59,76,62,1.3048820
0,59,55,73,-0.7469565
0,59,15,1,0.6350711
0,59,17,17,-1.5789180
0,59,96,89,-0.6831810
0,59,45,32,-0.8544495
0,59,40,1,0.4708051
0,59,33,80,0.5057425
0,59,41,33,-2.2486130
0,60,34,71,0.1063258
0,60,65,70,-0.1511412
0,60,48,46,-1.4116210
0,60,38,69,-0.0703743
0,60,2,55,-0.1337548
0,60,55,79,-0.5964324
0,60,89,11,0.1259956
0,60,49,34,-0.7424511
0,60,75,65,1.4119800
0,60,60,41,-0.8246154
0,61,80,81,-0.8900565
0,61,28,88,-0.8980594
0,61,90,20,0.3307833
0,61,6,84,0.7223648
0,61,32,97,-0.2425330
0,61,13,57,0.5812903
0,61,67,30,-0.9570082
0,61,92,41,-0.1278837
0,61,78,29,-0.6706743
0,61,51,18,-0.2299079
0,62,55,20,-1.1751030
0,62,23,50,-0.0951067
0,62,46,46,-1.4491050
0,62,50,71,-0.8719808
0,62,85,89,-0.6531887
0,62,12,3,1.1231190
0,62,15,42,-1.1287810
0,62,65,83,0.9827672
0,62,4,25,-0.2500669
0,62,54,30,-1.3262360
0,63,35,36,-0.8130555
0,63,65,38,-1.2606940
0,63,94,51,-1.4092950
0,63,14,65,0.0190781
0,63,78,15,0.3174852
0,63,42,84,0.8564329
0,63,80,23,-0.3245914
0,63,39,94,0.5857288
0,63,88,1,0.4552039
0,63,18,76,0.2569180
0,64,96,52,-0.8179544
0,64,77,74,-0.4370906
0,64,84,28,0.3682659
0,64,67,92,-1.0897740
0,64,38,86,-0.2505984
0,64,74,7,2.2729140
0,64,32,14,2.2675680
0,64,39,71,1.0223300
0,64,76,79,-1.1345560
0,64,49,1,0.2451170
0,65,5,52,0.0554010
0,65,22,24,-1.0962150
0,65,14,98,-0.4348082
0,65,84,98,-0.7915780
0,65,68,12,-0.1231320
0,65,76,27,-0.6964323
0,65,66,20,0.2948688
0,65,18,66,-0.9150896
0,65,77,22,-1.4014230
0,65,55,53,0.3267580
0,66,94,56,-1.9904530
0,66,85,21,0.3337751
0,66,87,22,0.7324158
0,66,75,58,1.6385770
0,66,20,26,0.2387541
0,66,54,67,0.1945684
0,66,7,54,0.4206967
0,66,59,35,-1.8869980
0,66,61,44,-0.5737783
0,66,17,45,0.1302763
0,67,35,55,-0.3174413
0,67,61,74,0.0766764
0,67,19,37,-0.3535899
0,67,84,91,-1.1145430
0,67,73,88,-1.7839080
0,67,16,88,-0.5971836
0,67,21,25,-0.7573233
0,67,66,21,0.4044079
0,67,5,25,0.4834191
0,67,36,42,0.2448695
0,68,97,77,0.5221010
0,68,54,96,-0.4827367
0,68,55,76,-0.1839504
0,68,67,27,-0.9599292
0,68,35,68,0.0646899
0,68,0,5,-0.1089276
0,68,51,88,-0.8666096
0,68,29,34,-0.3992125
0,68,21,98,0.2727579
0,68,95,33,0.1663430
0,69,18,86,0.4289253
0,69,43,2,0.8637166
0,69,41,47,-0.4176433
0,69,83,36,-0.1844653
0,69,30,61,-0.6737413
0,69,2,58,0.5687375
0,69,44,15,1.3068240
0,69,33,80,0.5057425
0,69,2,89,-0.5574225
0,69,87,9,1.3794740
0,70,48,77,0.2460335
0,70,46,16,0.4817856
0,70,5,26,-0.0831646
0,70,28,14,1.1788370
0,70,62,98,0.3090216
0,70,23,96,0.0501590
0,70,0,6,-0.6699654
0,70,91,68,-1.9690630
0,70,8,14,-0.6755798
0,70,31,61,-0.6362468
0,71,62,59,0.5045880
0,71,29,5,0.2944771
0,71,39,33,-1.7397340
0,71,36,52,-0.9117976
0,71,65,32,-1.4458440
0,71,67,18,0.3277990
0,71,77,36,-1.3722010
0,71,19,70,0.7108718
0,71,75,10,1.1946660
0,71,2,80,0.0986470
0,72,9,12,-0.7286663
0,72,61,74,0.0766764
0,72,85,99,0.1950286
0,72,58,72,0.3823595
0,72,85,13,0.2195455
0,72,12,10,-0.3663590
0,72,82,37,-0.0326758
0,72,72,71,0.6614964
0,72,21,59,0.2960526
0,72,45,43,-0.7957801
0,73,65,2,0.2787702
0,73,79,81,-1.4231670
0,73,53,34,-1.3968190
0,73,36,27,-1.4100160
0,73,35,32,-0.4117056
0,73,55,64,-0.4325535
0,73,29,78,0.0948749
0,73,63,62,1.2044020
0,73,79,2,0.5779034
0,73,88,8,0.9932488
0,74,0,31,-0.9001929
0,74,83,83,-0.5125095
0,74,97,19,-0.4136718
0,74,52,64,-0.8360283
0,74,9,25,1.4966980
0,74,56,64,-0.8508515
0,74,18,46,0.2090323
0,74,0,73,-0.5589918
0,74,9,47,-0.3982604
0,74,5,95,-1.0542580
0,75,87,1,0.7189860
0,75,68,21,0.1132346
0,75,42,27,-0.5291791
0,75,23,19,-0.8968539
0,75,33,25,-0.8912717
0,75,87,0,0.3105827
0,75,4,31,-0.0743117
0,75,26,78,-0.4855968
0,75,41,48,-0.5392713
0,75,17,99,-1.0468500
0,76,5,90,-0.4369848
0,76,57,96,0.6708866
0,76,56,70,-0.8221593
0,76,71,22,-0.7188744
0,76,17,22,-1.2312690
