Observed,strata,x-val,y-val,resource,StepLength,Bearing,CosTA
0,13,49,55,-0.9978589,23.3452351,-2.969401839,-0.80457408
0,14,58,56,0.1341488,19.3132079,-2.770701365,-0.915315032
0,14,61,72,-0.3852786,17.4928557,2.601173153,-0.242535625
0,14,80,64,-0.3133998,4.1231056,0.244978663,0.857492926
0,14,25,78,-0.2019407,53.1601354,2.855541212,-0.478852131
0,14,36,41,0.0012979,45.6508488,-2.638749443,-0.960346227
0,14,28,62,-0.2555645,48.0104155,-3.120762334,-0.721681575
0,14,94,27,1.415963,40.2492236,-1.107148718,-0.316227766
0,14,88,65,-1.853831,12.1655251,0.165148677,0.813733471
0,14,78,80,-1.028564,17.1172428,1.453687582,0.784882766
0,14,97,49,-0.9890311,25.2388589,-0.588002604,0.196116135
0,15,59,47,-1.648605,18.973666,-1.892546881,0.141421356
0,15,63,64,0.670579,2.236068,-2.677945045,0.8
0,15,50,28,-0.1556186,39.9249296,-1.955953833,0.203864791
0,15,92,87,-0.08955,34.8281495,0.683709312,-0.649733283
0,15,69,0,1.57042,65.1229606,-1.509335371,-0.238979201
0,15,55,74,-0.0820069,13.453624,2.408777552,0.850972794
0,15,27,42,-2.005166,44.4184646,-2.597312169,0.749073427
0,15,94,35,-0.2582637,41.7252921,-0.802345693,-0.812427879
0,15,62,71,-0.3520658,6.7082039,2.034443936,0.6
0,15,62,53,-0.5107933,12.3693169,-1.81577499,0.065079137
0,16,76,36,-1.802946,24.0831892,-1.487655095,0.556560214
0,16,87,45,-0.7248095,19.8494332,-0.856705628,0.939507357
0,16,88,84,0.3920807,27.784888,1.042721878,0.020974406
0,16,24,93,0.0974738,59.9082632,2.558219647,-0.99709251
0,16,80,58,-0.3248976,6.3245553,-0.321750554,0.982872187
0,16,78,67,-0.054076,8.0622577,1.051650213,0.012047318
0,16,68,71,1.409127,12.5299641,2.070143048,-0.844935854
0,16,94,77,1.349708,26.2488095,0.704494064,0.351528921
0,16,54,11,0.6208744,52.9244745,-1.958320133,0.119289954
0,16,75,58,1.638577,2.236068,-1.107148718,0.825307261
0,17,64,37,-2.153576,22.3606798,-2.034443936,0.894427191
0,17,60,2,0.249334,56.7538545,-1.820048468,0.969097174
0,17,65,92,-0.9362352,36.138622,1.822486299,-0.968492933
0,17,78,50,-0.4433512,8.0622577,-1.051650213,0.868243142
0,17,65,46,-0.6973278,14.2126704,-2.256525838,0.773957299
0,17,90,74,-1.055231,23.3452351,0.815691923,-0.728199993
0,17,67,51,-0.4070504,9.2195445,-2.432966381,0.650791373
0,17,91,69,-1.691556,20.808652,0.614662952,-0.576683198
0,17,91,46,-0.4424271,20.2484567,-0.57430483,0.543251278
0,17,96,80,0.3733653,31.8276609,0.807616729,-0.722641857
0,18,92,67,-1.729485,23.2594067,0.44441921,-0.902860519
0,18,65,51,-0.2402336,8.4852814,-2.35619449,0.707106781
0,18,78,58,0.8263172,7.0710678,0.141897055,-0.989949494
0,18,91,78,0.5049678,29,0.809783573,-0.689655172
0,18,98,39,-0.6561064,32.4499615,-0.588002604,-0.832050294
0,18,98,27,0.2936948,40.3608721,-0.837981225,-0.668964732
0,18,57,22,-0.5649435,37.6961536,-1.951302704,0.371390676
0,18,50,94,-0.5469537,42.5440948,2.087026997,0.493605519
0,18,73,9,1.312711,48.0416486,-1.529153748,-0.041630545
0,18,50,66,-1.480159,22.8473193,2.736700867,0.91914503
0,19,67,43,-1.365816,17.7200451,-1.856847769,-0.999362854
0,19,76,99,-0.972663,39.2045916,1.468589609,0.975996896
0,19,87,45,-0.7248095,21.2132034,-0.785398163,-0.447213595
0,19,60,79,0.4133574,22.4722051,2.134112588,0.63323779
0,19,43,69,-0.4038815,30.3644529,2.840672419,-0.020828814
0,19,79,82,-1.536642,23.0867928,1.262743546,0.999906187
0,19,70,70,0.6793345,10.198039,1.768191887,0.868243142
0,19,73,72,0.8646752,12.0415946,1.487655095,0.971667603
0,19,50,97,0.5102541,43.0464865,2.107231784,0.653811111
0,19,63,45,-0.7654404,17.4928557,-2.111215827,-0.97618706
0,20,71,37,-1.810162,19.2093727,-2.245537269,-0.045928493
0,20,99,68,0.3023895,22.627417,0.785398163,0.155962573
0,20,76,70,-0.2420003,19.3132079,1.941687616,-0.84130214
0,20,76,75,-1.00895,24.0416306,1.866237164,-0.798161405
0,20,74,40,-0.8874497,15,-2.214297436,-0.014704292
0,20,68,76,0.3984855,28.3019434,2.129395642,-0.92739787
0,20,73,14,0.8669901,39.2937654,-1.828120042,0.362987958
0,20,66,90,-1.307604,41.6293166,1.991459676,-0.867154229
0,20,88,12,0.3018508,40.3112887,-1.446441332,0.683941129
0,20,83,39,-1.511196,13,-1.570796327,0.588171698
0,21,63,57,0.8242324,9.4339811,2.582993338,0.847998304
0,21,23,72,-0.4945621,52,2.746801534,0.923076923
0,21,71,57,0.9284327,5,1.570796327,6.12574E-17
0,21,55,53,0.326758,16.0312195,3.079173844,0.998052578
0,21,46,48,-1.600373,25.3179778,-2.982937391,0.987440632
0,21,50,31,-0.5491267,29.6984848,-2.35619449,0.707106781
0,21,91,32,0.8986612,28.2842712,-0.785398163,-0.707106781
0,21,81,58,-0.0470133,11.6619038,0.5404195,-0.857492926
0,21,30,39,-0.9338037,43.0116263,-2.834546922,0.953230638
0,21,63,57,0.8242324,9.4339811,2.582993338,0.847998304
0,22,70,45,-0.6784046,6.4031242,-0.674740942,-0.419058177
0,22,51,48,-1.993763,14.0356688,-3.070285189,0.924016832
0,22,44,49,-2.092644,21,3.141592654,0.894427191
0,22,37,35,-0.8780815,31.3049517,-2.677945045,1
0,22,6,83,0.4343854,68.0955211,2.618803568,0.551665387
0,22,50,99,0.4338126,52.2015325,1.862253121,-0.171341175
0,22,52,1,-0.518418,49.729267,-1.835284709,0.665479466
0,22,55,4,-0.0687196,46.0977223,-1.789465273,0.630592625
0,22,83,79,-1.048179,34.9857114,1.030376827,-0.843661488
0,22,60,36,-1.196444,13.9283883,-1.937970161,0.738485494
0,23,70,54,1.046578,6.4031242,-0.674740942,-0.624695048
0,23,65,66,1.323396,8,1.570796327,1
0,23,64,72,0.9760816,14.0356688,1.642103792,0.9974587
0,23,66,48,0.1357459,10.0498756,-1.471127674,-0.99503719
0,23,34,90,-0.9685963,44.5533388,2.340322807,0.718240223
0,23,55,92,0.8593715,35.4400903,1.856847769,0.959365502
0,23,74,35,-1.891299,24.6981781,-1.197808605,-0.93124278
0,23,73,56,0.6350865,8.2462113,-0.244978663,-0.242535625
0,23,48,80,-0.2829197,27.8028775,2.228684932,0.791285001
0,23,34,69,-0.491968,32.8937684,2.8006137,0.334409845
0,24,73,47,-1.160932,9.0553851,-1.460139106,0.379223417
0,24,96,53,-1.267254,24.1867732,-0.124354995,0.988173903
0,24,97,46,-2.749117,26.925824,-0.380506377,0.994781439
0,24,61,54,0.2535909,11.1803399,-2.961739154,-0.896870871
0,24,84,89,-0.903912,35.1140997,1.222025323,0.07041303
0,24,98,91,0.6407614,43.6004587,0.931882342,0.352849113
0,24,92,51,-2.278946,20.6155281,-0.244978663,0.999444907
0,24,82,56,-0.2185545,10,0,0.961523948
0,24,63,63,0.5938821,11.4017543,2.480549485,-0.927643518
0,24,90,48,-0.4808116,19.6977156,-0.41822433,0.990226505
0,25,73,69,0.336932,12.0415946,1.653937559,0.371390676
0,25,80,46,-0.2632595,12.5299641,-1.071449605,0.035691531
0,25,70,46,-0.8787051,11.7046999,-1.91956733,-0.725952684
0,25,63,45,-0.7654404,16.2788206,-2.312743595,-0.934051835
0,25,78,55,0.0329168,4.472136,-0.463647609,0.6
0,25,77,75,-0.7969267,18.2482876,1.405647649,0.588171698
0,25,53,17,-0.3289489,45.177428,-2.054243328,-0.811722058
0,25,81,50,-0.5180693,9.8994949,-0.785398163,0.316227766
0,25,56,62,-1.103893,18.6815417,2.870645803,-0.742102643
0,25,68,80,-1.419625,23.7697286,1.825978717,0.206958591
0,26,75,34,-2.006619,22.1359436,-1.892546881,-0.076696499
0,26,84,56,-0.2099513,2.236068,0.463647609,0.759256602
0,26,92,72,-1.13633,19.7230829,1.03907226,0.28283202
0,26,48,37,-0.4069045,38.4707681,-2.654693422,-0.743920778
0,26,60,44,-1.383702,24.5967478,-2.677945045,-0.759256602
0,26,43,99,-0.3655341,58.7962584,2.296026239,-0.825003603
0,26,72,9,0.3264382,47.0744092,-1.78485701,0.030913054
0,26,98,67,-0.5123789,20,0.643501109,0.630592625
0,26,86,92,-0.8137172,37.2155881,1.463106456,-0.136857924
0,26,78,56,0.9667145,4.1231056,2.89661399,-1
