event-id,visible,timestamp,location-long,location-lat,comments,migration-stage,study-specific-measurement,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
1083838954,TRUE,05/04/2005 16:20:00,-115.5586409,51.7442849,just north of mare pasture,,2005,radio-transmitter,Cervus elaphus,BL205,BL205,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599510.4619,5733580.441,11N,Mountain Daylight Time,20:00.0
1083838955,TRUE,21/04/2005 22:00:00,-115.5012851,51.73097849,above Eagle Lake parking lot,,2005,radio-transmitter,Cervus elaphus,BL205,BL205,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",603500.463,5732180.441,11N,Mountain Daylight Time,00:00.0
1083838956,TRUE,26/04/2005 15:30:00,-115.5130961,51.74614529,eastern ranch boundary,,2005,radio-transmitter,Cervus elaphus,BL205,BL205,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602650.4627,5733850.442,11N,Mountain Daylight Time,30:00.0
1083838957,TRUE,29/04/2005 16:00:00,-115.5169074,51.74034862,north of walker's ridge,,2005,radio-transmitter,Cervus elaphus,BL205,BL205,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602400.4627,5733200.441,11N,Mountain Daylight Time,00:00.0
1083838958,TRUE,05/04/2005 16:20:00,-115.5586409,51.7442849,just north of mare pasture,,2005,radio-transmitter,Cervus elaphus,BL206,BL206,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599510.4619,5733580.441,11N,Mountain Daylight Time,20:00.0
1083838959,TRUE,28/03/2005 15:00:00,-115.5672543,51.74353599,at stack yard,,2005,radio-transmitter,Cervus elaphus,BL207,BL207,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",598917.4618,5733485.441,11N,Mountain Standard Time,00:00.0
1083838960,TRUE,05/04/2005 16:20:00,-115.5586409,51.7442849,just north of mare pasture,,2005,radio-transmitter,Cervus elaphus,BL207,BL207,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599510.4619,5733580.441,11N,Mountain Daylight Time,20:00.0
1083838961,TRUE,21/04/2005 22:45:00,-115.5158842,51.73179324,walker's ridge,,2005,radio-transmitter,Cervus elaphus,BL207,BL207,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602490.4627,5732250.441,11N,Mountain Daylight Time,45:00.0
1083838962,TRUE,26/04/2005 15:30:00,-115.5130961,51.74614529,eastern ranch boundary,,2005,radio-transmitter,Cervus elaphus,BL207,BL207,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602650.4627,5733850.442,11N,Mountain Daylight Time,30:00.0
1083838963,TRUE,29/04/2005 16:00:00,-115.5169074,51.74034862,north of walker's ridge,,2005,radio-transmitter,Cervus elaphus,BL207,BL207,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602400.4627,5733200.441,11N,Mountain Daylight Time,00:00.0
1083838964,TRUE,07/05/2005 17:00:00,-115.5830867,51.73657932,mare's ridge,,2005,radio-transmitter,Cervus elaphus,BL207,BL207,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",597839.4615,5732690.441,11N,Mountain Daylight Time,00:00.0
1083838965,TRUE,28/03/2005 15:00:00,-115.5672543,51.74353599,at stack yard,1,2005,radio-transmitter,Cervus elaphus,BL208,BL208,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",598917.4618,5733485.441,11N,Mountain Standard Time,00:00.0
1083838966,TRUE,03/04/2005 16:00:00,-115.5563478,51.74215262,around red trap,1,2005,radio-transmitter,Cervus elaphus,BL208,BL208,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599673.462,5733346.441,11N,Mountain Daylight Time,00:00.0
1083838967,TRUE,01/05/2005 22:45:00,-115.5496178,51.73972283,BigHorn Creek,1,2005,radio-transmitter,Cervus elaphus,BL208,BL208,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",600143.4621,5733085.441,11N,Mountain Daylight Time,45:00.0
1083838968,TRUE,01/04/2005 23:30:00,-115.5630584,51.73151638,west of scalp creek,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599233.4619,5732154.441,11N,Mountain Standard Time,30:00.0
1083838969,TRUE,02/04/2005 15:30:00,-115.562135,51.74099167,just west of red trap,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599276.4619,5733209.441,11N,Mountain Standard Time,30:00.0
1083838970,TRUE,03/04/2005 16:00:00,-115.5563478,51.74215262,around red trap,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599673.462,5733346.441,11N,Mountain Daylight Time,00:00.0
1083838971,TRUE,05/04/2005 16:20:00,-115.5586409,51.7442849,just north of mare pasture,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599510.4619,5733580.441,11N,Mountain Daylight Time,20:00.0
1083838972,TRUE,21/04/2005 22:00:00,-115.5012851,51.73097849,above Eagle Lake parking lot,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",603500.463,5732180.441,11N,Mountain Daylight Time,00:00.0
1083838973,TRUE,23/04/2005 17:20:00,-115.5250899,51.73370757,flats east of Bighorn Horn Creek,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",601850.4625,5732450.441,11N,Mountain Daylight Time,20:00.0
1083838974,TRUE,23/04/2005 20:00:00,-115.5119067,51.74707441,just west of aspen slopes at the eastern ranch boundary,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602730.4628,5733955.442,11N,Mountain Daylight Time,00:00.0
1083838975,TRUE,25/04/2005 16:25:00,-115.5484282,51.75108305,grassland north of Big Horn Creek,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",600200.4621,5734350.442,11N,Mountain Daylight Time,25:00.0
1083838976,TRUE,07/05/2005 17:00:00,-115.5830867,51.73657932,mare's ridge,,2005,radio-transmitter,Cervus elaphus,BL211,BL211,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",597839.4615,5732690.441,11N,Mountain Daylight Time,00:00.0
1083838977,TRUE,03/04/2005 16:00:00,-115.5563478,51.74215262,around red trap,1,2005,radio-transmitter,Cervus elaphus,BL212,BL212,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599673.462,5733346.441,11N,Mountain Daylight Time,00:00.0
1083838978,TRUE,15/04/2005 15:24:00,-115.57109,51.73628118,west of scalp creek  / at ranch,1,2005,radio-transmitter,Cervus elaphus,BL212,BL212,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",598668.4617,5732673.441,11N,Mountain Daylight Time,24:00.0
1083838979,TRUE,26/04/2005 15:30:00,-115.5130961,51.74614529,eastern ranch boundary,1,2005,radio-transmitter,Cervus elaphus,BL212,BL212,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602650.4627,5733850.442,11N,Mountain Daylight Time,30:00.0
1083838980,TRUE,27/04/2005 16:50:00,-115.5514886,51.74916055,coniferous stand west of sapen slopes,1,2005,radio-transmitter,Cervus elaphus,BL212,BL212,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599993.4621,5734132.442,11N,Mountain Daylight Time,50:00.0
1083838981,TRUE,25/02/2003 18:40:00,-115.5132028,51.7464254,Flats south of Eagle Mtn.  South east of Green trap,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602642.4627,5733881.442,11N,Mountain Standard Time,40:00.0
1083838982,TRUE,03/03/2003 17:55:00,-115.5635484,51.75396643,in trees NE of Mares Pasture,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599150.4619,5734650.442,11N,Mountain Standard Time,55:00.0
1083838983,TRUE,03/03/2003 18:45:00,-115.5594365,51.75615511,,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599429.4619,5734899.442,11N,Mountain Standard Time,45:00.0
1083838984,TRUE,06/03/2003 21:36:00,-115.5536721,51.7569925,Trees below sheep mountain/the hat,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599825.462,5735000.442,11N,Mountain Standard Time,36:00.0
1083838985,TRUE,10/03/2003 21:57:00,-115.5748632,51.73971699,meadows just west of scalp ck. Feeding area for the patrol horses.,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",598400.4617,5733050.441,11N,Mountain Standard Time,57:00.0
1083838987,TRUE,19/03/2003 17:16:00,-115.5741254,51.75164942,in trees just N or mare's pasture hay pile,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",598425.4617,5734378.442,11N,Mountain Standard Time,16:00.0
1083838986,TRUE,20/03/2003 01:00:00,-115.5582843,51.7418347,Little Bighorn Pasture,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599540.462,5733308.441,11N,Mountain Standard Time,00:00.0
1083838989,TRUE,04/04/2003 14:45:00,-115.5350502,51.73425479,Bighorn Ck campground and south.,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",601161.4624,5732497.441,11N,Mountain Standard Time,45:00.0
1083838988,TRUE,04/04/2003 16:20:00,-115.5230504,51.72963552,Meadow south of Bighorn campground,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602000.4626,5732000.441,11N,Mountain Standard Time,20:00.0
1083838990,TRUE,08/04/2003 15:52:00,-115.5640962,51.74994471,grassland N of red trap on edge of trees,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599121.4619,5734202.442,11N,Mountain Daylight Time,52:00.0
1083838991,TRUE,07/05/2003 21:35:00,-115.5922686,51.72679847,ALONG ROAD IN OPEN SPRUCE MEADOWS,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",597226.4614,5731590.441,11N,Mountain Daylight Time,35:00.0
1083838992,TRUE,11/05/2003 15:21:00,-115.5598314,51.73599986,Just E of second Ranch gate.,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599446.4619,5732657.441,11N,Mountain Daylight Time,21:00.0
1083838993,TRUE,16/05/2003 18:15:00,-115.7711125,51.67575283,EAST OF TYRELL CREEK NORTH OF ROAD ON RIDGES,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",584970.4583,5725690.439,11N,Mountain Daylight Time,15:00.0
1083838994,TRUE,21/05/2003 00:24:00,-115.6704314,51.7257307,West Lakes,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",591830.46,5731370.441,11N,Mountain Daylight Time,24:00.0
1083838995,TRUE,18/06/2003 01:25:00,-116.2036366,51.59657803,NORTH SIDE OF MOLAR CREEK,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",555160.4508,5716470.437,11N,Mountain Daylight Time,25:00.0
1083838996,TRUE,26/06/2003 01:35:00,-116.2125654,51.59870637,MOLAR CREEK,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",554539.4506,5716700.437,11N,Mountain Daylight Time,35:00.0
1083838997,TRUE,03/07/2003 17:30:00,-116.4619539,51.67924046,BOW SUMMIT,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",537200.4462,5725500.439,11N,Mountain Daylight Time,30:00.0
1083838998,TRUE,09/07/2003 18:25:00,-116.4663378,51.70003088,BOW SUMMIT EAST OF HWY 93N,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",536880.4461,5727810.44,11N,Mountain Daylight Time,25:00.0
1083838999,TRUE,16/07/2003 16:50:00,-116.4829309,51.6978572,BOW SUMMIT - WEST SIDE,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",535735.4459,5727560.44,11N,Mountain Daylight Time,50:00.0
1083839000,TRUE,02/08/2003 15:10:00,-116.4871616,51.7012026,BAR SUMMIT WEST AVALANCHE PATHS,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",535440.4458,5727930.44,11N,Mountain Daylight Time,10:00.0
1083839001,TRUE,29/08/2003 18:12:00,-116.4710394,51.71502299,"BAW SUMMIT, EAST SIDE",1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",536543.4461,5729475.44,11N,Mountain Daylight Time,12:00.0
1083839002,TRUE,03/09/2003 20:08:00,-116.4898026,51.710835,WEST OF HIGHWAY 93N BEFORE BOW SUMMIT TURN OFF,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",535250.4457,5729000.44,11N,Mountain Daylight Time,08:00.0
1083839003,TRUE,10/09/2003 19:37:00,-116.4905566,51.70814082,W HWY 93N @ BOW SUMMIT,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",535200.4457,5728700.44,11N,Mountain Daylight Time,37:00.0
1083839004,TRUE,30/09/2003 18:03:00,-116.474629,51.68130294,BOW LAKE UPHILL FROM LODGE,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",536322.446,5725723.439,11N,Mountain Daylight Time,03:00.0
1083839005,TRUE,12/10/2003 19:15:00,-116.4433398,51.66386806,WEST SLOPES AT BOW LAKE,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",538500.4466,5723800.439,11N,Mountain Daylight Time,15:00.0
1083839006,TRUE,03/11/2003 00:30:00,-115.4981727,51.74710651,Aspen forest NE of green trap.,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",603678.463,5733978.442,11N,Mountain Standard Time,30:00.0
1083839007,TRUE,22/11/2003 18:05:00,-115.503581,51.72723107,S of Green Trap on side hill.,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",603350.4629,5731760.441,11N,Mountain Standard Time,05:00.0
1083839008,TRUE,01/12/2003 20:47:00,-115.5572237,51.73648042,Just S of red trap.,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599625.462,5732714.441,11N,Mountain Standard Time,47:00.0
1083839009,TRUE,07/12/2003 17:21:00,-115.5574179,51.74175213,West of the red trap,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599600.462,5733300.441,11N,Mountain Standard Time,21:00.0
1083839010,TRUE,14/12/2003 17:15:00,-115.5412308,51.74964512,EAST OF FORESTRY ROAD - NE CORNER OF RANCH,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",600700.4622,5734200.442,11N,Mountain Standard Time,15:00.0
1083839011,TRUE,26/12/2003 18:24:00,-115.538566,51.75365842,Grassland near trees between Sheep mountain and Bighorn creek,1,2003,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",600875.4623,5734650.442,11N,Mountain Standard Time,24:00.0
1083839012,TRUE,06/01/2004 21:20:00,-115.564907,51.73213244,SCALP CREEK FLATS,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599104.4618,5732220.441,11N,Mountain Standard Time,20:00.0
1083839013,TRUE,01/02/2004 23:44:00,-115.5374138,51.73954458,w OF Green trap in open,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",600986.4623,5733082.441,11N,Mountain Standard Time,44:00.0
1083839014,TRUE,07/02/2004 15:00:00,-115.5715707,51.74032444,Mare's Ridge,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",598626.4617,5733122.441,11N,Mountain Standard Time,00:00.0
1083839015,TRUE,27/02/2004 17:00:00,-115.5600421,51.75032672,Meadows North-east of mare's pasture,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599400.4619,5734250.442,11N,Mountain Standard Time,00:00.0
1083839016,TRUE,27/03/2004 18:00:00,-115.5616331,51.7458502,Mare's pasture,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599300.4619,5733750.441,11N,Mountain Standard Time,00:00.0
1083839017,TRUE,28/03/2004 18:30:00,-115.5695829,51.74639684,Mare's pasture,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",598750.4618,5733800.441,11N,Mountain Standard Time,30:00.0
1083839018,TRUE,29/03/2004 01:20:00,-115.5563478,51.74215262,Around the Red trap,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599673.462,5733346.441,11N,Mountain Standard Time,20:00.0
1083839019,TRUE,12/04/2004 22:20:00,-115.5043043,51.74918094,"Aspen ridge, bottom part/edge of aspen.",1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",603250.4629,5734200.442,11N,Mountain Daylight Time,20:00.0
1083839020,TRUE,24/05/2004 15:50:00,-116.1962728,51.59661776,MOLAR CREEK NORTH SIDE,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",555670.4509,5716480.437,11N,Mountain Daylight Time,50:00.0
1083839021,TRUE,31/05/2004 17:03:00,-116.2354724,51.60939613,MOLAR CREEK UPPER BOWL,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",552940.4502,5717872.437,11N,Mountain Daylight Time,03:00.0
1083839022,TRUE,17/06/2004 18:33:00,-116.5938685,51.83990711,AVALANCHE SLOPES EAST OF WATERFOWL LAKES,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",527980.4439,5743310.444,11N,Mountain Daylight Time,33:00.0
1083839023,TRUE,07/07/2004 21:10:00,-116.4906777,51.69735155,Bow summit West side,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",535200.4457,5727500.44,11N,Mountain Daylight Time,10:00.0
1083839024,TRUE,13/07/2004 15:55:00,-116.4821794,51.69523736,BOW SUMMITT,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",535789.4459,5727269.44,11N,Mountain Daylight Time,55:00.0
1083839025,TRUE,05/08/2004 18:10:00,-116.473145,51.70696708,E of HWY 93N at Bear Sumitt,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",536404.446,5728578.44,11N,Mountain Daylight Time,10:00.0
1083839026,TRUE,17/09/2004 19:50:00,-116.4890992,51.70903365,Bow Summit approx. 350 m W of HWY 93N,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",535300.4457,5728800.44,11N,Mountain Daylight Time,50:00.0
1083839027,TRUE,12/10/2004 16:10:00,-116.4589327,51.69001642,CIROUE PEAK,1,2004,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",537400.4463,5726700.44,11N,Mountain Daylight Time,10:00.0
1083839028,TRUE,28/03/2005 15:00:00,-115.5672543,51.74353599,at stack yard,1,2005,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",598917.4618,5733485.441,11N,Mountain Standard Time,00:00.0
1083839029,TRUE,01/04/2005 23:30:00,-115.5630584,51.73151638,west of scalp creek,1,2005,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599233.4619,5732154.441,11N,Mountain Standard Time,30:00.0
1083839030,TRUE,03/04/2005 16:00:00,-115.5563478,51.74215262,around red trap,1,2005,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599673.462,5733346.441,11N,Mountain Daylight Time,00:00.0
1083839031,TRUE,10/04/2005 16:30:00,-115.5476963,51.745445,northwest of red trap,1,2005,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",600263.4621,5733724.441,11N,Mountain Daylight Time,30:00.0
1083839032,TRUE,21/04/2005 22:45:00,-115.5158842,51.73179324,walker's ridge,1,2005,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602490.4627,5732250.441,11N,Mountain Daylight Time,45:00.0
1083839033,TRUE,23/04/2005 15:00:00,-115.5113969,51.73173647,walker's ridge,1,2005,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",602800.4628,5732250.441,11N,Mountain Daylight Time,00:00.0
1083839034,TRUE,27/04/2005 16:50:00,-115.5514886,51.74916055,coniferous stand west of sapen slopes,1,2005,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599993.4621,5734132.442,11N,Mountain Daylight Time,50:00.0
1083839035,TRUE,02/05/2005 16:20:00,-115.5547829,51.75351727,east of Big Horn Creek,1,2005,radio-transmitter,Cervus elaphus,BL622,BL622,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)",599756.462,5734612.442,11N,Mountain Daylight Time,20:00.0
